Phon1	Phon2	Phon3	Count	Centered Prob(Phon2 | Phon1 ... Phon3)
p	t	E	2	0.00778210116731518
p	I	E	2	0.00778210116731518
p	m	E	2	0.00778210116731518
E	v	j	1	0.00775193798449612
p	5	S	1	0.00775193798449612
p	Q	S	1	0.00775193798449612
p	v	2	1	0.00775193798449612
p	w	2	1	0.00775193798449612
p	n	2	1	0.00775193798449612
p	f	2	1	0.00775193798449612
p	J	2	1	0.00775193798449612
@	k	p	1	0.00775193798449612
p	2	2	1	0.00775193798449612
p	m	2	1	0.00775193798449612
k	6	l	6	0.00774193548387097
b	u	n	3	0.0077319587628866
r	U	p	5	0.00770416024653313
j	3	n	3	0.00769230769230769
t	1	 	10	0.00768049155145929
t	T	 	10	0.00768049155145929
t	2	 	10	0.00768049155145929
t	u	s	3	0.00767263427109974
k	t	Q	2	0.00766283524904215
k	I	Q	2	0.00766283524904215
I	5	s	6	0.00766283524904215
I	m	s	6	0.00766283524904215
t	f	5	1	0.00763358778625954
b	i	1	1	0.00763358778625954
t	v	5	1	0.00763358778625954
t	n	5	1	0.00763358778625954
b	w	1	1	0.00763358778625954
t	l	5	1	0.00763358778625954
5	g	 	5	0.00762195121951219
l	u	@	4	0.00761904761904762
l	2	p	2	0.00760456273764259
l	z	p	2	0.00760456273764259
w	8	d	2	0.00760456273764259
l	t	p	2	0.00760456273764259
 	8	r	24	0.00759974667511083
s	5	n	5	0.00759878419452888
s	t	n	5	0.00759878419452888
r	9	l	6	0.00759493670886076
r	4	l	6	0.00759493670886076
t	f	r	5	0.00758725341426404
t	#	r	5	0.00758725341426404
 	5	m	5	0.00757575757575758
p	w	@	3	0.00757575757575758
I	_	$	1	0.00757575757575758
I	h	$	1	0.00757575757575758
I	l	$	1	0.00757575757575758
 	V	t	8	0.00755429650613787
l	@	S	2	0.00754716981132075
l	5	S	2	0.00754716981132075
E	b	@	7	0.00753498385360603
r	$	 	8	0.00753295668549906
 	z	5	9	0.00753138075313808
S	1	l	1	0.0075187969924812
#	h	@	2	0.0075187969924812
k	6	s	2	0.0075187969924812
s	Q	z	1	0.0075187969924812
#	f	@	2	0.0075187969924812
s	3	z	1	0.0075187969924812
s	P	z	1	0.0075187969924812
S	2	l	1	0.0075187969924812
k	i	n	10	0.00750750750750751
 	_	#	7	0.00748663101604278
d	D	@	2	0.00746268656716418
U	f	1	1	0.00746268656716418
I	h	{	2	0.00746268656716418
d	u	@	2	0.00746268656716418
{	S	t	4	0.00746268656716418
I	5	{	2	0.00746268656716418
{	r	j	1	0.00746268656716418
l	k	r	2	0.00740740740740741
E	m	d	2	0.00740740740740741
l	i	r	2	0.00740740740740741
E	s	d	2	0.00740740740740741
m	7	S	1	0.00740740740740741
f	t	l	5	0.00739644970414201
s	n	@	5	0.00739644970414201
f	V	l	5	0.00739644970414201
n	7	s	9	0.00738916256157635
I	T	I	15	0.00738916256157635
n	#	s	9	0.00738916256157635
f	#	t	2	0.00738007380073801
f	H	t	2	0.00738007380073801
s	$	 	10	0.00738007380073801
f	V	t	2	0.00738007380073801
I	z	l	6	0.00736196319018405
n	s	d	1	0.00735294117647059
n	J	d	1	0.00735294117647059
2	_	I	2	0.00735294117647059
n	8	d	1	0.00735294117647059
n	t	d	1	0.00735294117647059
b	3	l	4	0.0073394495412844
N	d	I	2	0.0072992700729927
t	7	z	1	0.0072992700729927
f	_	{	1	0.0072992700729927
N	n	I	2	0.0072992700729927
N	w	I	2	0.0072992700729927
f	b	{	1	0.0072992700729927
f	t	{	1	0.0072992700729927
N	f	I	2	0.0072992700729927
t	H	z	1	0.0072992700729927
N	r	I	2	0.0072992700729927
f	I	{	1	0.0072992700729927
f	2	{	1	0.0072992700729927
t	6	z	1	0.0072992700729927
t	3	z	1	0.0072992700729927
 	$	r	23	0.00728309056364788
 	n	@	11	0.00727513227513227
E	b	 	5	0.0072463768115942
k	p	1	1	0.0072463768115942
k	S	1	1	0.0072463768115942
m	s	@	2	0.0072463768115942
k	f	1	1	0.0072463768115942
p	h	u	1	0.0072463768115942
k	5	1	1	0.0072463768115942
k	g	1	1	0.0072463768115942
z	5	S	1	0.00714285714285714
S	I	@	1	0.00714285714285714
z	H	S	1	0.00714285714285714
b	i	I	3	0.00712589073634204
b	I	I	3	0.00712589073634204
b	_	I	3	0.00712589073634204
k	2	m	4	0.00711743772241993
{	T	I	7	0.00709939148073022
k	s	b	1	0.00709219858156028
I	i	m	1	0.00709219858156028
I	f	m	1	0.00709219858156028
w	i	s	1	0.00709219858156028
w	V	s	1	0.00709219858156028
I	k	m	1	0.00709219858156028
I	#	m	1	0.00709219858156028
k	u	b	1	0.00709219858156028
w	8	s	1	0.00709219858156028
I	Q	m	1	0.00709219858156028
t	7	l	4	0.00707964601769911
n	V	r	4	0.00705467372134039
n	$	r	4	0.00705467372134039
t	#	k	7	0.00704934541792548
t	3	k	7	0.00704934541792548
Q	_	p	1	0.00704225352112676
Q	J	p	1	0.00704225352112676
Q	T	p	1	0.00704225352112676
Q	p	p	1	0.00704225352112676
Q	N	p	1	0.00704225352112676
d	9	R	2	0.00704225352112676
 	J	u	5	0.0070323488045007
n	h	I	9	0.00702576112412178
n	z	I	9	0.00702576112412178
n	w	I	9	0.00702576112412178
 	v	$	8	0.007011393514461
k	4	5	1	0.00699300699300699
k	#	5	1	0.00699300699300699
t	P	t	3	0.00699300699300699
 	J	Q	14	0.00698951572641038
n	T	@	10	0.00698324022346369
n	z	@	10	0.00698324022346369
1	m	I	3	0.00697674418604651
1	f	I	3	0.00697674418604651
@	_	@	7	0.00697211155378486
@	p	@	7	0.00697211155378486
p	k	I	4	0.00696864111498258
b	u	d	2	0.00694444444444444
b	1	d	2	0.00694444444444444
b	4	d	2	0.00694444444444444
@	z	V	1	0.00694444444444444
@	t	V	1	0.00694444444444444
b	P	t	3	0.00694444444444444
f	i	 	2	0.00694444444444444
l	z	 	23	0.00693606755126659
m	$	n	11	0.00693568726355612
m	u	n	11	0.00693568726355612
p	g	r	3	0.0069284064665127
p	b	r	3	0.0069284064665127
E	S	I	7	0.0069101678183613
V	m	P	1	0.00689655172413793
J	$	R	1	0.00689655172413793
l	d	m	3	0.00688073394495413
t	_	E	1	0.00684931506849315
d	s	l	2	0.00684931506849315
t	J	E	1	0.00684931506849315
t	S	E	1	0.00684931506849315
d	4	l	2	0.00684931506849315
t	u	E	1	0.00684931506849315
d	g	l	2	0.00684931506849315
s	4	l	5	0.00684931506849315
t	g	2	1	0.00684931506849315
t	p	2	1	0.00684931506849315
t	i	2	1	0.00684931506849315
t	S	2	1	0.00684931506849315
$	D	@	3	0.00684931506849315
d	$	l	2	0.00684931506849315
t	b	2	1	0.00684931506849315
7	z	 	4	0.00683760683760684
 	T	i	9	0.00683371298405467
@	S	I	22	0.00681536555142503
d	Q	b	1	0.00680272108843537
l	9	n	6	0.00680272108843537
l	4	n	6	0.00680272108843537
t	w	{	2	0.00680272108843537
1	5	t	1	0.00680272108843537
d	3	b	1	0.00680272108843537
n	_	{	1	0.00680272108843537
1	v	t	1	0.00680272108843537
t	k	{	2	0.00680272108843537
@	z	j	1	0.00680272108843537
n	j	{	1	0.00680272108843537
t	_	{	2	0.00680272108843537
t	I	{	2	0.00680272108843537
n	V	k	3	0.00680272108843537
1	l	t	1	0.00680272108843537
k	2	@	3	0.00680272108843537
k	f	@	3	0.00680272108843537
n	u	k	3	0.00680272108843537
n	2	{	1	0.00680272108843537
@	h	j	1	0.00680272108843537
1	$	t	1	0.00680272108843537
1	E	t	1	0.00680272108843537
n	U	k	3	0.00680272108843537
t	n	{	2	0.00680272108843537
j	i	l	3	0.00680272108843537
t	m	{	2	0.00680272108843537
n	S	{	1	0.00680272108843537
I	S	E	4	0.00677966101694915
I	k	E	4	0.00677966101694915
d	$	s	5	0.00675675675675676
d	2	s	5	0.00675675675675676
k	t	n	9	0.00675675675675676
z	P	m	2	0.00673400673400673
z	u	m	2	0.00673400673400673
z	#	m	2	0.00673400673400673
 	z	E	17	0.0067246835443038
n	_	u	1	0.00671140939597315
d	#	v	1	0.00671140939597315
d	u	v	1	0.00671140939597315
n	l	u	1	0.00671140939597315
d	p	I	3	0.00671140939597315
d	5	v	1	0.00671140939597315
n	m	u	1	0.00671140939597315
d	k	I	3	0.00671140939597315
S	s	t	1	0.00671140939597315
d	b	I	3	0.00671140939597315
d	Q	v	1	0.00671140939597315
S	P	t	1	0.00671140939597315
$	J	I	2	0.00671140939597315
d	P	v	1	0.00671140939597315
d	d	I	3	0.00671140939597315
Q	D	@	5	0.00667556742323097
@	k	t	8	0.00667222685571309
b	_	@	1	0.00666666666666667
b	#	@	1	0.00666666666666667
w	8	n	2	0.00664451827242525
U	S	@	2	0.00664451827242525
U	b	@	2	0.00664451827242525
U	p	@	2	0.00664451827242525
 	9	d	2	0.00662251655629139
 	7	d	2	0.00662251655629139
p	2	z	1	0.00662251655629139
p	P	z	1	0.00662251655629139
p	#	z	1	0.00662251655629139
v	#	R	1	0.00662251655629139
p	1	z	1	0.00662251655629139
v	3	R	1	0.00662251655629139
Q	J	I	6	0.00661521499448732
p	$	s	3	0.0066079295154185
g	6	d	1	0.00657894736842105
5	1	t	1	0.00657894736842105
5	{	t	1	0.00657894736842105
E	p	f	1	0.00657894736842105
5	m	t	1	0.00657894736842105
s	u	b	2	0.00657894736842105
I	h	7	1	0.00657894736842105
s	Q	b	2	0.00657894736842105
5	6	t	1	0.00657894736842105
g	4	d	1	0.00657894736842105
g	9	d	1	0.00657894736842105
g	7	d	1	0.00657894736842105
5	b	t	1	0.00657894736842105
I	5	 	37	0.0065684360021303
n	5	s	8	0.00656814449917898
 	8	w	3	0.00656455142231947
l	$	t	7	0.00654817586529467
I	D	@	15	0.00654164849542085
{	g	s	2	0.0065359477124183
I	Z	1	4	0.0065359477124183
g	1	@	1	0.0065359477124183
g	2	@	1	0.0065359477124183
{	N	s	2	0.0065359477124183
 	w	6	3	0.00650759219088937
i	@	 	6	0.00649350649350649
i	5	 	6	0.00649350649350649
i	1	 	6	0.00649350649350649
i	D	 	6	0.00649350649350649
t	4	d	3	0.00646551724137931
p	f	l	3	0.00645161290322581
k	i	l	5	0.00645161290322581
k	4	l	5	0.00645161290322581
@	p	u	1	0.00645161290322581
@	T	r	2	0.00645161290322581
@	j	u	1	0.00645161290322581
v	H	n	2	0.00643086816720257
v	q	n	2	0.00643086816720257
 	j	#	6	0.00641711229946524
E	f	H	1	0.00641025641025641
k	E	r	2	0.00641025641025641
p	w	i	1	0.00641025641025641
k	S	2	1	0.00641025641025641
k	5	r	2	0.00641025641025641
p	1	i	1	0.00641025641025641
k	m	2	1	0.00641025641025641
h	6	t	1	0.00641025641025641
h	4	t	1	0.00641025641025641
h	8	t	1	0.00641025641025641
k	k	r	2	0.00641025641025641
k	#	r	2	0.00641025641025641
r	E	N	2	0.00641025641025641
p	i	i	1	0.00641025641025641
k	s	r	2	0.00641025641025641
I	J	I	13	0.00640394088669951
I	Q	s	5	0.00638569604086846
I	d	s	5	0.00638569604086846
u	Z	 	4	0.00637958532695375
u	J	 	4	0.00637958532695375
1	v	H	6	0.00637619553666312
1	z	H	6	0.00637619553666312
 	Q	v	2	0.00636942675159236
Q	b	t	2	0.00634920634920635
Q	t	t	2	0.00634920634920635
Q	m	s	2	0.00634920634920635
Q	N	t	2	0.00634920634920635
Q	g	t	2	0.00634920634920635
Q	s	s	2	0.00634920634920635
l	u	 	21	0.0063329312424608
E	k	p	1	0.00632911392405063
I	t	g	1	0.00632911392405063
t	l	U	1	0.00632911392405063
s	~	N	1	0.00632911392405063
E	p	p	1	0.00632911392405063
I	d	g	1	0.00632911392405063
I	J	g	1	0.00632911392405063
s	E	N	1	0.00632911392405063
I	$	g	1	0.00632911392405063
t	p	U	1	0.00632911392405063
b	@	k	2	0.00630914826498423
b	$	k	2	0.00630914826498423
 	g	4	1	0.00628930817610063
S	#	n	1	0.00628930817610063
g	3	t	1	0.00628930817610063
g	i	t	1	0.00628930817610063
g	4	t	1	0.00628930817610063
Q	v	 	5	0.00628140703517588
p	S	5	1	0.00625
_	5	 	1	0.00625
p	p	5	1	0.00625
_	2	 	1	0.00625
p	k	5	1	0.00625
p	f	5	1	0.00625
I	g	b	1	0.00625
_	7	 	1	0.00625
I	d	b	1	0.00625
f	i	k	2	0.00625
I	_	b	1	0.00625
I	z	b	1	0.00625
l	#	z	2	0.00625
p	n	5	1	0.00625
r	V	d	4	0.00623052959501558
I	5	p	3	0.00622406639004149
I	l	p	3	0.00622406639004149
I	S	t	10	0.00621504039776259
d	P	f	1	0.0062111801242236
n	3	b	1	0.0062111801242236
6	_	 	2	0.0062111801242236
d	z	p	1	0.0062111801242236
n	P	b	1	0.0062111801242236
d	$	p	1	0.0062111801242236
 	8	k	7	0.00618374558303887
n	m	2	1	0.00613496932515337
n	n	2	1	0.00613496932515337
{	S	p	1	0.00613496932515337
{	d	p	1	0.00613496932515337
{	t	p	1	0.00613496932515337
{	N	p	1	0.00613496932515337
n	z	2	1	0.00613496932515337
n	T	2	1	0.00613496932515337
@	w	Q	2	0.00613496932515337
l	u	_	2	0.00611620795107034
n	#	m	2	0.00611620795107034
I	N	@	14	0.00610553859572612
 	T	{	16	0.00609988562714449
f	P	@	1	0.00609756097560976
f	D	@	1	0.00609756097560976
f	i	@	1	0.00609756097560976
f	d	@	1	0.00609756097560976
5	@	 	4	0.00609756097560976
{	N	I	6	0.00608519269776876
s	$	n	4	0.0060790273556231
s	s	1	2	0.0060790273556231
s	f	1	2	0.0060790273556231
t	g	r	4	0.00606980273141123
t	k	r	4	0.00606980273141123
f	I	r	1	0.00606060606060606
@	z	#	1	0.00606060606060606
9	z	 	1	0.00606060606060606
 	i	m	4	0.00606060606060606
@	j	#	1	0.00606060606060606
f	d	r	1	0.00606060606060606
t	f	I	6	0.00603015075376884
t	H	I	6	0.00603015075376884
S	3	p	1	0.00602409638554217
V	t	p	1	0.00602409638554217
V	d	p	1	0.00602409638554217
_	1	s	1	0.00602409638554217
t	7	b	2	0.00600600600600601
k	5	n	8	0.00600600600600601
s	b	E	2	0.00600600600600601
@	b	@	6	0.00597609561752988
 	_	@	9	0.00595238095238095
n	#	f	1	0.00595238095238095
s	t	t	3	0.00595238095238095
n	$	f	1	0.00595238095238095
k	i	t	4	0.00593471810089021
7	m	I	1	0.00591715976331361
s	i	@	4	0.00591715976331361
7	d	I	1	0.00591715976331361
f	3	l	4	0.00591715976331361
#	5	I	2	0.00589970501474926
#	D	I	2	0.00589970501474926
#	z	I	2	0.00589970501474926
I	8	r	2	0.00584795321637427
k	m	i	1	0.00584795321637427
I	{	r	2	0.00584795321637427
I	_	r	2	0.00584795321637427
k	b	i	1	0.00584795321637427
k	h	i	1	0.00584795321637427
k	2	i	1	0.00584795321637427
I	#	r	2	0.00584795321637427
I	T	r	2	0.00584795321637427
k	T	i	1	0.00584795321637427
k	t	i	1	0.00584795321637427
n	Z	1	1	0.00581395348837209
j	1	m	1	0.00581395348837209
n	3	R	1	0.00581395348837209
2	@	 	7	0.00580912863070539
l	d	d	2	0.00579710144927536
f	8	n	2	0.00579710144927536
p	7	 	2	0.00578034682080925
 	m	U	2	0.00576368876080692
5	p	d	1	0.00574712643678161
5	D	d	1	0.00574712643678161
5	k	d	1	0.00574712643678161
5	b	d	1	0.00574712643678161
l	f	 	19	0.00572979493365501
 	2	l	11	0.00572022880915237
n	1	n	2	0.00571428571428571
I	S	i	1	0.00571428571428571
n	4	n	2	0.00571428571428571
l	w	@	3	0.00571428571428571
I	k	i	1	0.00571428571428571
6	I	d	1	0.00571428571428571
p	t	n	4	0.00571428571428571
p	3	n	4	0.00571428571428571
 	Q	r	18	0.00569981000633312
n	n	E	2	0.0056980056980057
3	T	I	2	0.0056980056980057
n	j	E	2	0.0056980056980057
n	k	E	2	0.0056980056980057
n	5	E	2	0.0056980056980057
 	4	s	2	0.0056980056980057
n	J	E	2	0.0056980056980057
2	z	l	1	0.00568181818181818
V	g	s	1	0.00568181818181818
2	E	l	1	0.00568181818181818
V	J	s	1	0.00568181818181818
l	I	I	2	0.00568181818181818
l	w	I	2	0.00568181818181818
l	d	n	5	0.00566893424036281
m	6	r	2	0.0056657223796034
g	k	{	1	0.00564971751412429
d	2	m	2	0.00564971751412429
g	5	{	1	0.00564971751412429
v	9	r	1	0.00564971751412429
U	s	 	2	0.00564971751412429
s	I	{	2	0.00564971751412429
s	g	{	2	0.00564971751412429
s	s	{	2	0.00564971751412429
@	w	E	3	0.00564971751412429
g	w	{	1	0.00564971751412429
g	_	{	1	0.00564971751412429
g	b	{	1	0.00564971751412429
g	t	{	1	0.00564971751412429
d	P	m	2	0.00564971751412429
d	#	m	2	0.00564971751412429
g	2	{	1	0.00564971751412429
v	d	r	1	0.00564971751412429
m	f	l	3	0.0056390977443609
m	4	l	3	0.0056390977443609
I	2	d	2	0.00563380281690141
I	t	d	2	0.00563380281690141
I	J	d	2	0.00563380281690141
I	v	d	2	0.00563380281690141
 	z	u	4	0.00562587904360056
p	I	1	1	0.00561797752808989
p	d	1	1	0.00561797752808989
p	p	1	1	0.00561797752808989
u	_	@	2	0.00561797752808989
d	3	n	3	0.00561797752808989
p	f	1	1	0.00561797752808989
p	s	1	1	0.00561797752808989
l	4	t	6	0.00561272217025257
s	u	s	2	0.00560224089635854
V	N	I	2	0.00560224089635854
1	f	@	3	0.00559701492537313
{	g	t	3	0.00559701492537313
1	Z	@	3	0.00559701492537313
I	v	z	1	0.00558659217877095
I	l	z	1	0.00558659217877095
I	b	z	1	0.00558659217877095
@	v	I	18	0.00557620817843866
I	#	n	2	0.00557103064066852
I	n	n	2	0.00557103064066852
I	f	n	2	0.00557103064066852
k	V	N	1	0.00555555555555556
k	@	N	1	0.00555555555555556
n	J	p	1	0.00555555555555556
k	q	N	1	0.00555555555555556
n	z	p	1	0.00555555555555556
n	i	p	1	0.00555555555555556
n	S	p	1	0.00555555555555556
d	$	k	2	0.00554016620498615
m	p	k	2	0.00554016620498615
 	g	E	14	0.0055379746835443
1	f	 	8	0.0055286800276434
m	u	 	2	0.00552486187845304
Q	N	I	5	0.00551267916207277
Q	T	I	5	0.00551267916207277
i	r	@	2	0.00550964187327824
i	b	@	2	0.00550964187327824
i	D	@	2	0.00550964187327824
i	f	@	2	0.00550964187327824
b	#	l	3	0.0055045871559633
I	g	 	31	0.00550328421800106
m	u	s	3	0.00549450549450549
2	Q	r	1	0.00549450549450549
2	#	r	1	0.00549450549450549
p	1	k	2	0.00549450549450549
 	j	Q	11	0.0054917623564653
s	f	l	4	0.00547945205479452
g	P	l	1	0.00546448087431694
g	4	l	1	0.00546448087431694
g	p	l	1	0.00546448087431694
n	5	I	7	0.00546448087431694
g	E	l	1	0.00546448087431694
g	f	l	1	0.00546448087431694
s	k	m	2	0.00543478260869565
s	U	m	2	0.00543478260869565
l	$	 	18	0.00542822677925211
n	J	t	4	0.00542740841248304
r	Q	S	2	0.00542005420054201
S	E	s	1	0.00540540540540541
d	H	s	4	0.00540540540540541
S	2	s	1	0.00540540540540541
S	{	s	1	0.00540540540540541
S	u	s	1	0.00540540540540541
t	P	@	2	0.00537634408602151
t	u	@	2	0.00537634408602151
t	1	@	2	0.00537634408602151
t	5	@	2	0.00537634408602151
t	t	@	2	0.00537634408602151
t	f	@	2	0.00537634408602151
n	_	l	3	0.00535714285714286
n	T	l	3	0.00535714285714286
 	z	#	5	0.0053475935828877
Q	J	@	4	0.00534045393858478
Q	S	@	4	0.00534045393858478
k	3	m	3	0.00533807829181495
k	1	m	3	0.00533807829181495
$	f	 	4	0.00533333333333333
$	b	 	4	0.00533333333333333
r	#	v	2	0.00531914893617021
 	j	i	7	0.00531511009870919
t	f	l	3	0.00530973451327434
 	6	@	8	0.00529100529100529
n	3	r	3	0.00529100529100529
 	S	@	8	0.00529100529100529
V	z	@	2	0.00529100529100529
@	z	5	1	0.00526315789473684
 	J	$	6	0.00525854513584575
u	k	I	2	0.005249343832021
u	J	I	2	0.005249343832021
_	1	n	2	0.00523560209424084
p	w	I	3	0.00522648083623693
 	D	1	6	0.0052128583840139
@	v	$	1	0.00518134715025907
s	I	$	1	0.00518134715025907
s	g	$	1	0.00518134715025907
@	T	$	1	0.00518134715025907
@	k	 	28	0.0051727323111029
 	$	n	12	0.00516573396470082
k	2	l	4	0.00516129032258065
k	k	l	4	0.00516129032258065
k	#	l	4	0.00516129032258065
t	U	f	1	0.00515463917525773
U	g	I	1	0.00515463917525773
p	3	d	1	0.00515463917525773
b	8	n	2	0.00515463917525773
p	u	d	1	0.00515463917525773
I	J	 	29	0.00514823362329132
j	$	n	2	0.00512820512820513
j	#	n	2	0.00512820512820513
l	v	 	17	0.00512665862484922
t	H	s	2	0.0051150895140665
t	P	s	2	0.0051150895140665
I	l	s	4	0.00510855683269476
k	6	k	1	0.00510204081632653
k	2	k	1	0.00510204081632653
k	s	d	1	0.00510204081632653
k	8	k	1	0.00510204081632653
k	u	d	1	0.00510204081632653
I	I	f	1	0.00510204081632653
I	Q	f	1	0.00510204081632653
k	U	d	1	0.00510204081632653
k	i	d	1	0.00510204081632653
I	S	f	1	0.00510204081632653
I	@	f	1	0.00510204081632653
I	T	E	3	0.00508474576271186
I	g	E	3	0.00508474576271186
f	g	I	1	0.0050761421319797
f	H	I	1	0.0050761421319797
f	u	I	1	0.0050761421319797
f	s	I	1	0.0050761421319797
f	p	I	1	0.0050761421319797
s	V	r	5	0.00506072874493927
I	Q	k	3	0.00505050505050505
k	m	E	1	0.00505050505050505
k	1	E	1	0.00505050505050505
I	5	k	3	0.00505050505050505
8	s	 	1	0.0050251256281407
t	b	I	5	0.0050251256281407
j	{	r	1	0.0050251256281407
8	v	 	1	0.0050251256281407
j	u	r	1	0.0050251256281407
t	5	I	5	0.0050251256281407
8	l	 	1	0.0050251256281407
8	Z	 	1	0.0050251256281407
 	2	5	6	0.00502092050209205
V	z	 	3	0.00500834724540901
z	F	 	1	0.005
r	3	z	2	0.005
2	D	 	6	0.00497925311203319
s	i	i	1	0.00497512437810945
j	8	 	1	0.00497512437810945
s	S	i	1	0.00497512437810945
_	s	k	1	0.00497512437810945
j	#	 	1	0.00497512437810945
j	9	 	1	0.00497512437810945
r	u	_	1	0.00497512437810945
j	$	 	1	0.00497512437810945
_	u	k	1	0.00497512437810945
s	v	i	1	0.00497512437810945
_	1	k	1	0.00497512437810945
j	U	 	1	0.00497512437810945
s	b	i	1	0.00497512437810945
I	N	t	8	0.00497203231821007
@	k	I	16	0.00495662949194548
 	j	{	13	0.0049561570720549
k	6	S	1	0.00495049504950495
k	7	S	1	0.00495049504950495
k	u	S	1	0.00495049504950495
f	8	m	1	0.00495049504950495
f	t	m	1	0.00495049504950495
k	s	S	1	0.00495049504950495
k	P	S	1	0.00495049504950495
k	i	S	1	0.00495049504950495
E	b	I	5	0.00493583415597236
n	$	s	6	0.00492610837438424
2	t	d	1	0.00490196078431373
2	p	d	1	0.00490196078431373
p	k	Q	1	0.0048780487804878
p	s	Q	1	0.0048780487804878
p	p	Q	1	0.0048780487804878
p	w	Q	1	0.0048780487804878
p	b	Q	1	0.0048780487804878
p	f	Q	1	0.0048780487804878
l	$	g	1	0.0048780487804878
p	1	Q	1	0.0048780487804878
l	z	g	1	0.0048780487804878
s	f	V	1	0.00485436893203883
s	I	V	1	0.00485436893203883
s	T	f	1	0.00483091787439614
I	J	5	1	0.00483091787439614
b	5	r	1	0.00483091787439614
b	d	r	1	0.00483091787439614
b	k	r	1	0.00483091787439614
I	N	5	1	0.00483091787439614
s	k	f	1	0.00483091787439614
I	z	5	1	0.00483091787439614
s	u	f	1	0.00483091787439614
b	g	r	1	0.00483091787439614
b	2	r	1	0.00483091787439614
r	8	b	2	0.00481927710843374
I	h	Q	1	0.00480769230769231
g	$	 	1	0.00480769230769231
g	i	 	1	0.00480769230769231
l	T	f	1	0.00480769230769231
l	{	f	1	0.00480769230769231
I	J	@	11	0.00479720889664195
I	f	 	27	0.00479318302858157
{	d	k	1	0.00478468899521531
{	p	k	1	0.00478468899521531
t	b	1	1	0.00476190476190476
w	#	k	1	0.00476190476190476
d	{	r	1	0.00476190476190476
k	1	I	4	0.00476190476190476
t	h	1	1	0.00476190476190476
t	J	1	1	0.00476190476190476
t	S	1	1	0.00476190476190476
d	Q	r	1	0.00476190476190476
t	g	1	1	0.00476190476190476
d	f	r	1	0.00476190476190476
n	{	z	1	0.004739336492891
n	V	z	1	0.004739336492891
n	Q	z	1	0.004739336492891
 	k	7	1	0.004739336492891
 	5	n	11	0.00473525613430908
 	5	t	5	0.00472143531633617
s	b	I	7	0.00471380471380471
r	#	 	5	0.00470809792843691
r	4	 	5	0.00470809792843691
v	2	 	1	0.00469483568075117
k	u	 	5	0.00465116279069767
g	~	n	1	0.00465116279069767
l	t	s	5	0.00464684014869888
@	p	2	2	0.00462962962962963
b	U	t	2	0.00462962962962963
@	T	2	2	0.00462962962962963
@	w	2	2	0.00462962962962963
@	g	2	2	0.00462962962962963
b	$	t	2	0.00462962962962963
b	3	t	2	0.00462962962962963
p	3	r	2	0.0046189376443418
p	Q	r	2	0.0046189376443418
n	3	S	1	0.00460829493087558
n	t	S	1	0.00460829493087558
h	#	s	1	0.00460829493087558
n	Q	S	1	0.00460829493087558
h	7	s	1	0.00460829493087558
l	v	m	2	0.00458715596330275
l	z	m	2	0.00458715596330275
l	6	m	2	0.00458715596330275
l	7	m	2	0.00458715596330275
l	k	m	2	0.00458715596330275
5	D	 	3	0.00457317073170732
5	f	 	3	0.00457317073170732
$	j	@	2	0.0045662100456621
s	u	n	3	0.00455927051671732
s	k	n	3	0.00455927051671732
t	2	r	3	0.00455235204855842
t	t	r	3	0.00455235204855842
V	t	k	1	0.00454545454545455
V	f	k	1	0.00454545454545455
V	d	k	1	0.00454545454545455
 	7	m	3	0.00454545454545455
k	P	@	2	0.00453514739229025
k	n	@	2	0.00453514739229025
k	d	@	2	0.00453514739229025
k	6	p	2	0.00453514739229025
k	i	@	2	0.00453514739229025
j	6	l	2	0.00453514739229025
k	b	u	1	0.00452488687782805
b	7	s	1	0.00452488687782805
V	N	t	2	0.00452488687782805
V	d	t	2	0.00452488687782805
b	8	s	1	0.00452488687782805
V	t	t	2	0.00452488687782805
b	9	s	1	0.00452488687782805
k	s	u	1	0.00452488687782805
V	v	t	2	0.00452488687782805
l	k	 	15	0.00452352231604343
{	g	d	2	0.00451467268623025
{	S	d	2	0.00451467268623025
{	l	d	2	0.00451467268623025
k	4	n	6	0.0045045045045045
k	u	n	6	0.0045045045045045
s	r	Q	1	0.00448430493273543
s	h	Q	1	0.00448430493273543
d	5	I	2	0.00447427293064877
d	I	I	2	0.00447427293064877
d	2	I	2	0.00447427293064877
r	V	t	5	0.00446827524575514
r	4	t	5	0.00446827524575514
r	$	t	5	0.00446827524575514
t	Q	v	2	0.00446428571428571
t	1	v	2	0.00446428571428571
t	E	v	2	0.00446428571428571
t	3	v	2	0.00446428571428571
k	2	t	3	0.00445103857566766
 	u	f	1	0.00444444444444444
 	2	f	1	0.00444444444444444
t	d	u	1	0.00444444444444444
t	s	u	1	0.00444444444444444
 	p	f	1	0.00444444444444444
t	l	u	1	0.00444444444444444
s	5	@	3	0.00443786982248521
f	7	l	3	0.00443786982248521
s	H	@	3	0.00443786982248521
@	p	 	24	0.00443377055237391
t	P	n	5	0.00443262411347518
s	7	 	6	0.0044280442804428
t	4	S	1	0.00442477876106195
k	_	{	1	0.00442477876106195
t	u	S	1	0.00442477876106195
k	m	{	1	0.00442477876106195
k	g	{	1	0.00442477876106195
k	2	{	1	0.00442477876106195
k	n	{	1	0.00442477876106195
t	V	S	1	0.00442477876106195
