Phon1	Phon2	Phon3	Count	Centered Prob(Phon2 | Phon1 ... Phon3)
V	p	f	1	0.0120481927710843
j	7	R	1	0.0120481927710843
V	g	f	1	0.0120481927710843
E	g	b	1	0.0120481927710843
E	p	b	1	0.0120481927710843
S	{	p	2	0.0120481927710843
V	N	f	1	0.0120481927710843
_	{	s	2	0.0120481927710843
S	5	p	2	0.0120481927710843
_	6	s	2	0.0120481927710843
E	f	b	1	0.0120481927710843
V	s	f	1	0.0120481927710843
E	J	b	1	0.0120481927710843
j	8	R	1	0.0120481927710843
V	v	f	1	0.0120481927710843
 	1	p	9	0.0120160213618158
Q	_	@	9	0.0120160213618158
t	i	b	4	0.012012012012012
s	s	E	4	0.012012012012012
s	I	E	4	0.012012012012012
s	r	E	4	0.012012012012012
$	T	 	9	0.012
d	2	d	3	0.012
d	Q	d	3	0.012
d	u	d	3	0.012
d	5	d	3	0.012
h	I	d	3	0.012
$	J	 	9	0.012
g	P	I	3	0.0119521912350598
g	m	I	3	0.0119521912350598
 	l	3	10	0.0119189511323004
f	d	1	1	0.0119047619047619
n	z	f	2	0.0119047619047619
f	p	1	1	0.0119047619047619
 	h	@	18	0.0119047619047619
f	b	1	1	0.0119047619047619
u	v	H	1	0.0119047619047619
f	4	1	1	0.0119047619047619
k	T	$	1	0.0119047619047619
k	_	$	1	0.0119047619047619
b	n	I	5	0.0118764845605701
b	m	I	5	0.0118764845605701
b	d	I	5	0.0118764845605701
b	P	I	5	0.0118764845605701
E	T	@	11	0.0118406889128095
7	b	I	2	0.0118343195266272
7	w	I	2	0.0118343195266272
f	1	l	8	0.0118343195266272
#	f	I	4	0.0117994100294985
w	7	l	4	0.0117647058823529
l	2	 	39	0.0117611580217129
I	Q	r	4	0.0116959064327485
k	p	i	2	0.0116959064327485
k	k	i	2	0.0116959064327485
I	l	r	4	0.0116959064327485
k	S	i	2	0.0116959064327485
k	5	i	2	0.0116959064327485
1	Z	H	11	0.0116896918172157
 	g	I	49	0.0116833571769194
l	9	R	3	0.0116731517509728
p	5	E	3	0.0116731517509728
I	b	2	4	0.0116618075801749
I	g	2	4	0.0116618075801749
I	h	2	4	0.0116618075801749
j	5	m	2	0.0116279069767442
g	h	i	1	0.0116279069767442
J	d	r	1	0.0116279069767442
n	r	1	2	0.0116279069767442
J	i	r	1	0.0116279069767442
Q	z	P	1	0.0116279069767442
Q	m	k	1	0.0116279069767442
J	I	r	1	0.0116279069767442
Q	p	P	1	0.0116279069767442
Q	J	k	1	0.0116279069767442
g	b	i	1	0.0116279069767442
1	D	I	5	0.0116279069767442
j	{	m	2	0.0116279069767442
n	h	1	2	0.0116279069767442
J	f	r	1	0.0116279069767442
n	j	1	2	0.0116279069767442
5	r	I	4	0.0116279069767442
J	g	r	1	0.0116279069767442
Q	T	P	1	0.0116279069767442
J	U	r	1	0.0116279069767442
n	_	1	2	0.0116279069767442
n	I	1	2	0.0116279069767442
f	t	n	4	0.0115942028985507
l	8	d	4	0.0115942028985507
p	u	 	4	0.0115606936416185
t	$	n	13	0.0115248226950355
5	m	d	2	0.0114942528735632
g	h	5	1	0.0114942528735632
z	2	l	1	0.0114942528735632
z	f	l	1	0.0114942528735632
z	i	l	1	0.0114942528735632
z	1	l	1	0.0114942528735632
z	P	l	1	0.0114942528735632
g	p	5	1	0.0114942528735632
z	#	l	1	0.0114942528735632
I	i	v	1	0.0114942528735632
k	1	Q	3	0.0114942528735632
z	5	l	1	0.0114942528735632
z	k	l	1	0.0114942528735632
z	7	l	1	0.0114942528735632
k	b	Q	3	0.0114942528735632
z	b	l	1	0.0114942528735632
I	Q	v	1	0.0114942528735632
 	$	k	13	0.0114840989399293
p	2	t	7	0.0114754098360656
@	p	I	37	0.0114622057001239
l	#	k	8	0.0114613180515759
l	u	k	8	0.0114613180515759
I	w	1	7	0.011437908496732
n	i	n	4	0.0114285714285714
I	T	i	2	0.0114285714285714
l	n	@	6	0.0114285714285714
I	v	i	2	0.0114285714285714
n	#	n	4	0.0114285714285714
$	_	@	5	0.0114155251141553
n	p	E	4	0.0113960113960114
n	w	E	4	0.0113960113960114
 	T	$	13	0.0113935144609991
 	j	$	13	0.0113935144609991
#	d	s	1	0.0113636363636364
@	d	6	1	0.0113636363636364
2	D	l	2	0.0113636363636364
5	D	l	1	0.0113636363636364
m	u	z	1	0.0113636363636364
5	z	l	1	0.0113636363636364
m	$	z	1	0.0113636363636364
2	5	l	2	0.0113636363636364
5	d	l	1	0.0113636363636364
5	E	l	1	0.0113636363636364
l	z	I	4	0.0113636363636364
5	#	l	1	0.0113636363636364
#	_	s	1	0.0113636363636364
#	Q	s	1	0.0113636363636364
m	6	z	1	0.0113636363636364
m	P	z	1	0.0113636363636364
#	f	s	1	0.0113636363636364
m	#	n	18	0.0113493064312736
k	j	@	5	0.0113378684807256
Q	_	 	9	0.0113065326633166
d	u	m	4	0.0112994350282486
v	t	r	2	0.0112994350282486
d	1	m	4	0.0112994350282486
{	k	d	5	0.0112866817155756
#	w	@	3	0.0112781954887218
k	8	s	3	0.0112781954887218
k	2	s	3	0.0112781954887218
k	t	s	3	0.0112781954887218
k	E	s	3	0.0112781954887218
k	s	s	3	0.0112781954887218
I	_	d	4	0.0112676056338028
I	Q	d	4	0.0112676056338028
k	2	n	15	0.0112612612612613
 	w	u	8	0.0112517580872011
u	_	l	1	0.0112359550561798
u	$	l	1	0.0112359550561798
p	m	1	2	0.0112359550561798
Q	N	r	1	0.0112359550561798
p	j	1	2	0.0112359550561798
p	S	1	2	0.0112359550561798
u	T	@	4	0.0112359550561798
$	n	7	1	0.0112359550561798
Q	p	r	1	0.0112359550561798
5	r	{	1	0.0112359550561798
u	l	l	1	0.0112359550561798
5	f	{	1	0.0112359550561798
Q	t	r	1	0.0112359550561798
p	w	1	2	0.0112359550561798
u	D	l	1	0.0112359550561798
u	m	l	1	0.0112359550561798
S	u	 	17	0.0111989459815547
S	t	 	17	0.0111989459815547
I	_	{	3	0.0111940298507463
d	t	@	3	0.0111940298507463
d	n	@	3	0.0111940298507463
1	g	@	6	0.0111940298507463
d	s	I	5	0.0111856823266219
d	u	I	5	0.0111856823266219
{	T	@	12	0.0111835973904939
{	D	@	12	0.0111835973904939
I	1	z	2	0.0111731843575419
n	f	@	16	0.0111731843575419
I	{	z	2	0.0111731843575419
u	I	 	7	0.0111642743221691
u	b	 	7	0.0111642743221691
s	g	r	11	0.0111336032388664
t	E	_	1	0.0111111111111111
n	7	p	2	0.0111111111111111
l	1	r	3	0.0111111111111111
t	u	_	1	0.0111111111111111
t	s	_	1	0.0111111111111111
g	3	R	1	0.0111111111111111
k	w	U	2	0.0111111111111111
n	u	p	2	0.0111111111111111
k	{	N	2	0.0111111111111111
d	s	k	4	0.0110803324099723
t	s	k	11	0.0110775427995972
 	S	E	28	0.0110759493670886
 	k	E	28	0.0110759493670886
n	T	 	28	0.011071569790431
m	7	 	4	0.0110497237569061
m	#	 	4	0.0110497237569061
I	g	l	9	0.0110429447852761
m	Q	t	7	0.0110410094637224
m	V	t	7	0.0110410094637224
r	U	g	3	0.0110294117647059
r	u	g	3	0.0110294117647059
r	#	g	3	0.0110294117647059
i	w	@	4	0.0110192837465565
h	8	l	3	0.010989010989011
2	f	r	2	0.010989010989011
h	#	l	3	0.010989010989011
k	t	9	1	0.010989010989011
p	$	k	4	0.010989010989011
#	z	 	6	0.010989010989011
b	m	{	1	0.010989010989011
h	3	l	3	0.010989010989011
 	v	Q	22	0.0109835247129306
n	b	I	14	0.0109289617486339
 	5	l	21	0.0109204368174727
s	3	d	4	0.0108695652173913
7	t	7	1	0.0108695652173913
1	g	l	1	0.0108695652173913
s	8	R	1	0.0108695652173913
s	7	m	4	0.0108695652173913
s	1	m	4	0.0108695652173913
s	9	R	1	0.0108695652173913
1	z	l	1	0.0108695652173913
 	v	6	5	0.0108459869848156
r	@	S	4	0.010840108401084
r	u	S	4	0.010840108401084
t	1	m	6	0.0108108108108108
 	S	2	15	0.010806916426513
b	1	 	9	0.0107784431137725
b	z	 	9	0.0107784431137725
t	1	d	5	0.0107758620689655
t	Q	d	5	0.0107758620689655
s	m	I	16	0.0107744107744108
 	@	r	34	0.0107663077897403
E	_	@	10	0.0107642626480086
H	l	 	2	0.010752688172043
t	n	Q	1	0.010752688172043
t	p	Q	1	0.010752688172043
i	l	t	1	0.010752688172043
t	s	Q	1	0.010752688172043
i	k	t	1	0.010752688172043
t	t	Q	1	0.010752688172043
t	d	Q	1	0.010752688172043
i	5	t	1	0.010752688172043
t	2	Q	1	0.010752688172043
 	S	3	9	0.0107270560190703
n	i	l	6	0.0107142857142857
n	2	l	6	0.0107142857142857
n	z	l	6	0.0107142857142857
k	i	m	6	0.0106761565836299
k	s	m	6	0.0106761565836299
n	{	s	13	0.0106732348111658
5	I	 	7	0.0106707317073171
i	Q	l	1	0.0106382978723404
i	b	l	1	0.0106382978723404
i	l	l	1	0.0106382978723404
i	E	l	1	0.0106382978723404
t	{	r	7	0.0106221547799697
t	p	r	7	0.0106221547799697
 	5	k	12	0.0106007067137809
d	#	R	3	0.0105633802816901
d	8	R	3	0.0105633802816901
s	t	k	5	0.0105485232067511
i	b	I	4	0.0105263157894737
@	_	5	2	0.0105263157894737
@	h	5	2	0.0105263157894737
u	_	I	4	0.010498687664042
_	{	n	4	0.0104712041884817
v	6	d	1	0.0104166666666667
d	2	E	1	0.0104166666666667
v	$	d	1	0.0104166666666667
d	p	E	1	0.0104166666666667
I	5	#	1	0.0104166666666667
d	l	E	1	0.0104166666666667
f	Q	d	1	0.0104166666666667
2	p	t	1	0.0104166666666667
d	f	E	1	0.0104166666666667
2	f	t	1	0.0104166666666667
2	t	t	1	0.0104166666666667
v	i	d	1	0.0104166666666667
f	7	 	3	0.0104166666666667
f	T	 	3	0.0104166666666667
v	H	d	1	0.0104166666666667
d	t	E	1	0.0104166666666667
d	I	E	1	0.0104166666666667
f	$	 	3	0.0104166666666667
2	6	t	1	0.0104166666666667
f	P	d	1	0.0104166666666667
2	i	t	1	0.0104166666666667
I	w	#	1	0.0104166666666667
v	u	d	1	0.0104166666666667
m	2	d	3	0.0103806228373702
@	g	l	6	0.0103626943005181
r	6	 	11	0.0103578154425612
s	6	@	7	0.0103550295857988
f	4	l	7	0.0103550295857988
k	3	l	8	0.0103225806451613
p	4	d	2	0.0103092783505155
U	b	I	2	0.0103092783505155
5	l	r	1	0.0103092783505155
t	E	f	2	0.0103092783505155
b	_	V	1	0.0103092783505155
t	b	i	1	0.0103092783505155
U	s	I	2	0.0103092783505155
t	i	f	2	0.0103092783505155
5	m	r	1	0.0103092783505155
t	S	i	1	0.0103092783505155
5	z	r	1	0.0103092783505155
t	3	f	2	0.0103092783505155
5	T	r	1	0.0103092783505155
t	p	i	1	0.0103092783505155
b	n	V	1	0.0103092783505155
p	Q	d	2	0.0103092783505155
l	3	t	11	0.010289990645463
d	H	l	3	0.0102739726027397
d	#	l	3	0.0102739726027397
d	p	l	3	0.0102739726027397
d	f	l	3	0.0102739726027397
 	T	I	43	0.0102527420123987
t	7	s	4	0.010230179028133
t	2	s	4	0.010230179028133
I	s	s	8	0.0102171136653895
I	E	s	8	0.0102171136653895
I	I	s	8	0.0102171136653895
g	E	r	1	0.0102040816326531
8	p	I	1	0.0102040816326531
g	t	r	1	0.0102040816326531
k	8	d	2	0.0102040816326531
k	3	k	2	0.0102040816326531
t	p	{	3	0.0102040816326531
g	U	r	1	0.0102040816326531
I	5	f	2	0.0102040816326531
@	J	1	6	0.0102040816326531
8	w	I	1	0.0102040816326531
g	5	r	1	0.0102040816326531
I	J	f	2	0.0102040816326531
8	S	I	1	0.0102040816326531
E	T	P	1	0.0102040816326531
 	J	V	17	0.0101918465227818
f	P	I	2	0.0101522842639594
n	J	I	13	0.0101483216237315
 	S	r	32	0.0101329955668144
z	7	m	3	0.0101010101010101
Q	t	j	1	0.0101010101010101
s	f	I	15	0.0101010101010101
I	{	_	1	0.0101010101010101
I	#	k	6	0.0101010101010101
_	i	l	1	0.0101010101010101
Q	f	j	1	0.0101010101010101
I	N	_	1	0.0101010101010101
m	E	N	1	0.0101010101010101
k	n	E	2	0.0101010101010101
k	t	E	2	0.0101010101010101
_	k	l	1	0.0101010101010101
Q	v	j	1	0.0101010101010101
 	_	2	14	0.0100864553314121
$	_	I	3	0.0100671140939597
8	n	 	2	0.0100502512562814
 	w	5	12	0.0100418410041841
 	j	5	12	0.0100418410041841
I	r	@	23	0.0100305276929786
@	b	t	12	0.0100083402835696
d	J	2	1	0.01
d	i	2	1	0.01
d	z	2	1	0.01
z	2	 	2	0.01
f	p	i	1	0.01
5	S	j	1	0.01
f	k	i	1	0.01
z	u	 	2	0.01
d	f	2	1	0.01
r	{	z	4	0.01
n	7	v	1	0.01
5	t	j	1	0.01
t	#	p	3	0.01
w	u	n	3	0.00996677740863787
U	z	@	3	0.00996677740863787
U	J	@	3	0.00996677740863787
_	V	k	2	0.00995024875621891
j	3	 	2	0.00995024875621891
j	i	 	2	0.00995024875621891
I	{	t	16	0.00994406463642014
 	g	@	15	0.00992063492063492
f	P	m	2	0.0099009900990099
b	w	E	1	0.0099009900990099
b	k	E	1	0.0099009900990099
b	h	E	1	0.0099009900990099
f	V	m	2	0.0099009900990099
b	v	E	1	0.0099009900990099
b	S	E	1	0.0099009900990099
E	T	I	10	0.00987166831194472
E	J	I	10	0.00987166831194472
s	3	b	3	0.00986842105263158
 	n	u	7	0.00984528832630099
p	8	m	1	0.00980392156862745
2	v	d	2	0.00980392156862745
2	b	d	2	0.00980392156862745
p	P	m	1	0.00980392156862745
p	7	m	1	0.00980392156862745
h	#	r	1	0.00980392156862745
2	2	d	2	0.00980392156862745
p	U	m	1	0.00980392156862745
h	9	r	1	0.00980392156862745
I	b	1	6	0.00980392156862745
h	$	r	1	0.00980392156862745
2	{	d	2	0.00980392156862745
p	E	m	1	0.00980392156862745
h	1	r	1	0.00980392156862745
k	1	n	13	0.00975975975975976
l	f	g	2	0.00975609756097561
p	d	Q	2	0.00975609756097561
l	u	g	2	0.00975609756097561
i	T	 	9	0.00974025974025974
r	I	@	1	0.00970873786407767
f	b	E	1	0.00970873786407767
f	p	E	1	0.00970873786407767
r	#	J	1	0.00970873786407767
f	I	E	1	0.00970873786407767
r	V	J	1	0.00970873786407767
s	h	V	2	0.00970873786407767
f	h	E	1	0.00970873786407767
d	E	g	1	0.00970873786407767
r	1	J	1	0.00970873786407767
b	#	r	2	0.00966183574879227
I	T	5	2	0.00966183574879227
I	b	5	2	0.00966183574879227
b	U	r	2	0.00966183574879227
b	P	r	2	0.00966183574879227
b	9	r	2	0.00966183574879227
r	$	b	4	0.00963855421686747
w	3	z	1	0.00961538461538462
l	t	f	2	0.00961538461538462
j	1	z	1	0.00961538461538462
g	u	 	2	0.00961538461538462
j	U	z	1	0.00961538461538462
w	u	z	1	0.00961538461538462
j	9	z	1	0.00961538461538462
s	$	j	1	0.00961538461538462
g	#	 	2	0.00961538461538462
s	1	j	1	0.00961538461538462
I	j	Q	2	0.00961538461538462
s	1	 	13	0.00959409594095941
b	d	 	8	0.00958083832335329
b	7	 	8	0.00958083832335329
j	$	s	2	0.00956937799043062
{	n	k	2	0.00956937799043062
{	J	k	2	0.00956937799043062
{	m	k	2	0.00956937799043062
j	i	s	2	0.00956937799043062
1	d	H	9	0.00956429330499469
@	_	{	3	0.00955414012738853
d	7	t	3	0.00955414012738853
@	f	{	3	0.00955414012738853
t	s	1	2	0.00952380952380952
s	@	w	1	0.00952380952380952
{	g	5	1	0.00952380952380952
m	1	g	1	0.00952380952380952
Q	S	t	3	0.00952380952380952
m	p	g	1	0.00952380952380952
{	f	5	1	0.00952380952380952
d	d	r	2	0.00952380952380952
w	@	k	2	0.00952380952380952
s	6	w	1	0.00952380952380952
n	u	g	1	0.00952380952380952
s	p	w	1	0.00952380952380952
Q	l	s	3	0.00952380952380952
m	#	g	1	0.00952380952380952
d	T	r	2	0.00952380952380952
g	$	s	1	0.00952380952380952
{	N	5	1	0.00952380952380952
d	k	r	2	0.00952380952380952
Q	d	s	3	0.00952380952380952
b	4	I	4	0.00950118764845606
n	#	t	7	0.00949796472184532
n	u	z	2	0.00947867298578199
b	4	k	3	0.00946372239747634
d	P	s	7	0.00945945945945946
d	Q	s	7	0.00945945945945946
2	i	n	1	0.00943396226415094
2	k	n	1	0.00943396226415094
2	l	n	1	0.00943396226415094
w	u	m	1	0.00943396226415094
w	@	m	1	0.00943396226415094
w	1	m	1	0.00943396226415094
h	3	p	1	0.00943396226415094
w	7	m	1	0.00943396226415094
2	3	n	1	0.00943396226415094
2	I	n	1	0.00943396226415094
2	p	n	1	0.00943396226415094
w	5	m	1	0.00943396226415094
2	s	n	1	0.00943396226415094
2	n	n	1	0.00943396226415094
b	2	u	1	0.00943396226415094
2	5	n	1	0.00943396226415094
v	u	 	2	0.00938967136150235
l	6	z	3	0.009375
l	v	z	3	0.009375
l	6	t	10	0.00935453695042095
w	#	t	3	0.00934579439252336
w	3	t	3	0.00934579439252336
r	#	d	6	0.00934579439252336
$	_	 	7	0.00933333333333333
{	J	t	5	0.00932835820895522
t	Q	t	4	0.00932400932400932
{	N	@	10	0.00931966449207828
1	T	I	4	0.00930232558139535
g	P	n	2	0.00930232558139535
l	7	s	10	0.00929368029739777
z	7	t	1	0.00925925925925926
z	5	t	1	0.00925925925925926
z	s	t	1	0.00925925925925926
z	{	t	1	0.00925925925925926
b	#	t	4	0.00925925925925926
p	d	r	4	0.0092378752886836
p	t	r	4	0.0092378752886836
t	9	R	7	0.00922266139657444
h	4	s	2	0.00921658986175115
h	u	s	2	0.00921658986175115
n	i	S	2	0.00921658986175115
@	T	Q	3	0.00920245398773006
5	s	@	5	0.00919117647058824
5	f	@	5	0.00919117647058824
5	J	@	5	0.00919117647058824
l	4	m	4	0.00917431192660551
l	1	_	3	0.00917431192660551
l	i	m	4	0.00917431192660551
l	V	_	3	0.00917431192660551
p	@	N	1	0.00917431192660551
J	6	l	1	0.00917431192660551
J	t	l	1	0.00917431192660551
3	f	@	3	0.00917431192660551
p	4	N	1	0.00917431192660551
n	E	m	3	0.00917431192660551
p	E	N	1	0.00917431192660551
#	S	 	5	0.00915750915750916
#	b	 	5	0.00915750915750916
m	4	s	5	0.00915750915750916
s	J	1	3	0.00911854103343465
t	3	r	6	0.00910470409711684
t	9	r	6	0.00910470409711684
d	S	u	1	0.00909090909090909
v	k	@	1	0.00909090909090909
s	Q	v	3	0.00909090909090909
d	6	z	1	0.00909090909090909
v	l	@	1	0.00909090909090909
d	2	 	5	0.00909090909090909
d	P	z	1	0.00909090909090909
m	p	m	1	0.00909090909090909
m	1	m	1	0.00909090909090909
k	5	@	4	0.0090702947845805
t	V	k	9	0.00906344410876133
b	$	s	2	0.00904977375565611
V	m	t	4	0.00904977375565611
s	f	E	3	0.00900900900900901
t	u	b	3	0.00900900900900901
@	I	n	1	0.00900900900900901
t	u	m	5	0.00900900900900901
 	v	V	15	0.00899280575539568
@	z	I	29	0.00898389095415118
s	b	Q	2	0.00896860986547085
s	I	Q	2	0.00896860986547085
@	J	@	9	0.00896414342629482
d	1	I	4	0.00894854586129754
d	f	I	4	0.00894854586129754
d	i	I	4	0.00894854586129754
t	5	v	4	0.00892857142857143
V	l	l	1	0.00892857142857143
p	t	{	1	0.00892857142857143
V	z	l	1	0.00892857142857143
p	s	{	1	0.00892857142857143
p	j	{	1	0.00892857142857143
t	#	v	4	0.00892857142857143
p	g	{	1	0.00892857142857143
k	u	t	6	0.00890207715133531
k	$	m	5	0.00889679715302491
 	7	f	2	0.00888888888888889
 	1	f	2	0.00888888888888889
I	m	 	50	0.00887626486774365
s	l	@	6	0.00887573964497041
I	g	I	18	0.00886699507389163
 	{	r	28	0.00886637112096264
r	#	l	7	0.00886075949367089
r	6	l	7	0.00886075949367089
r	U	l	7	0.00886075949367089
Q	p	d	1	0.00884955752212389
t	P	S	2	0.00884955752212389
#	g	I	3	0.00884955752212389
Q	J	d	1	0.00884955752212389
#	T	I	3	0.00884955752212389
Q	S	d	1	0.00884955752212389
t	3	S	2	0.00884955752212389
t	b	l	5	0.00884955752212389
t	Q	S	2	0.00884955752212389
Q	k	d	1	0.00884955752212389
t	p	l	5	0.00884955752212389
t	k	l	5	0.00884955752212389
s	j	3	1	0.00884955752212389
k	b	{	2	0.00884955752212389
Q	f	d	1	0.00884955752212389
 	4	l	17	0.00884035361414457
 	1	l	17	0.00884035361414457
 	1	k	10	0.0088339222614841
w	5	l	3	0.00882352941176471
Q	S	I	8	0.00882028665931643
p	7	s	4	0.00881057268722467
p	V	s	4	0.00881057268722467
p	U	s	4	0.00881057268722467
@	S	3	1	0.0087719298245614
n	l	Q	1	0.0087719298245614
n	p	Q	1	0.0087719298245614
w	u	 	1	0.0087719298245614
@	h	3	1	0.0087719298245614
r	#	R	1	0.0087719298245614
n	j	Q	1	0.0087719298245614
I	d	r	3	0.0087719298245614
w	$	 	1	0.0087719298245614
@	r	3	1	0.0087719298245614
I	m	r	3	0.0087719298245614
w	@	 	1	0.0087719298245614
 	T	w	4	0.0087527352297593
I	_	2	3	0.0087463556851312
I	w	2	3	0.0087463556851312
r	#	k	8	0.0087431693989071
5	D	I	3	0.00872093023255814
p	5	I	5	0.00871080139372822
5	h	E	1	0.00869565217391304
5	g	E	1	0.00869565217391304
5	w	E	1	0.00869565217391304
f	u	n	3	0.00869565217391304
5	S	E	1	0.00869565217391304
5	j	E	1	0.00869565217391304
5	b	E	1	0.00869565217391304
I	I	S	1	0.00869565217391304
I	m	S	1	0.00869565217391304
I	s	S	1	0.00869565217391304
 	l	8	2	0.00869565217391304
 	_	6	4	0.00867678958785249
p	$	 	3	0.00867052023121387
s	w	5	2	0.00865800865800866
 	V	g	2	0.00865800865800866
i	S	 	8	0.00865800865800866
i	g	 	8	0.00865800865800866
 	2	g	2	0.00865800865800866
s	f	5	2	0.00865800865800866
s	$	p	3	0.00864553314121038
s	2	p	3	0.00864553314121038
s	s	p	3	0.00864553314121038
s	U	p	3	0.00864553314121038
m	_	u	1	0.00862068965517241
m	f	u	1	0.00862068965517241
m	S	u	1	0.00862068965517241
m	s	u	1	0.00862068965517241
l	s	k	6	0.00859598853868195
I	m	l	7	0.00858895705521472
n	s	n	3	0.00857142857142857
S	1	 	13	0.00856389986824769
j	$	d	1	0.00854700854700855
f	S	u	1	0.00854700854700855
z	n	@	1	0.00854700854700855
 	p	s	3	0.00854700854700855
m	k	I	2	0.00854700854700855
 	t	s	3	0.00854700854700855
m	w	I	2	0.00854700854700855
2	d	1	1	0.00854700854700855
z	d	@	1	0.00854700854700855
j	1	d	1	0.00854700854700855
3	z	I	3	0.00854700854700855
2	t	1	1	0.00854700854700855
m	d	I	2	0.00854700854700855
n	r	E	3	0.00854700854700855
2	m	1	1	0.00854700854700855
m	T	I	2	0.00854700854700855
2	v	1	1	0.00854700854700855
l	b	I	3	0.00852272727272727
l	r	I	3	0.00852272727272727
@	S	1	5	0.00850340136054422
m	7	r	3	0.0084985835694051
m	d	r	3	0.0084985835694051
 	2	t	9	0.0084985835694051
 	i	t	9	0.0084985835694051
{	z	 	7	0.00849514563106796
{	T	 	7	0.00849514563106796
{	f	 	7	0.00849514563106796
{	l	 	7	0.00849514563106796
s	b	{	3	0.00847457627118644
U	J	 	3	0.00847457627118644
s	h	{	3	0.00847457627118644
I	D	d	3	0.00845070422535211
I	b	d	3	0.00845070422535211
I	k	d	3	0.00845070422535211
I	g	d	3	0.00845070422535211
I	m	d	3	0.00845070422535211
s	s	k	4	0.00843881856540084
u	j	@	3	0.00842696629213483
I	k	3	1	0.00840336134453781
l	4	l	1	0.00840336134453781
5	r	1	1	0.00840336134453781
I	p	3	1	0.00840336134453781
4	f	 	1	0.00840336134453781
s	Q	s	3	0.00840336134453781
t	u	g	1	0.00840336134453781
E	m	s	4	0.00840336134453781
s	7	s	3	0.00840336134453781
l	z	l	1	0.00840336134453781
4	1	 	1	0.00840336134453781
t	7	g	1	0.00840336134453781
l	#	l	1	0.00840336134453781
l	u	l	1	0.00840336134453781
4	i	 	1	0.00840336134453781
f	P	S	1	0.00840336134453781
b	@	 	7	0.00838323353293413
n	2	@	12	0.00837988826815642
n	w	@	12	0.00837988826815642
 	l	j	4	0.00835073068893528
n	J	V	1	0.00833333333333333
t	n	V	1	0.00833333333333333
l	#	b	2	0.00833333333333333
t	m	V	1	0.00833333333333333
t	2	V	1	0.00833333333333333
l	$	b	2	0.00833333333333333
l	7	b	2	0.00833333333333333
t	l	V	1	0.00833333333333333
n	n	V	1	0.00833333333333333
t	b	V	1	0.00833333333333333
n	h	V	1	0.00833333333333333
m	i	k	3	0.00831024930747922
m	$	k	3	0.00831024930747922
 	j	E	21	0.00830696202531645
v	i	t	2	0.00829875518672199
v	$	t	2	0.00829875518672199
I	k	p	4	0.00829875518672199
E	t	S	2	0.00829875518672199
m	i	 	3	0.00828729281767956
6	t	t	1	0.00826446280991736
6	I	t	1	0.00826446280991736
6	T	t	1	0.00826446280991736
{	t	g	1	0.00826446280991736
{	b	g	1	0.00826446280991736
J	7	n	1	0.00826446280991736
k	E	n	11	0.00825825825825826
p	u	k	3	0.00824175824175824
n	3	s	10	0.00821018062397373
E	_	r	1	0.00819672131147541
E	T	r	1	0.00819672131147541
i	p	j	1	0.00819672131147541
i	k	j	1	0.00819672131147541
N	d	@	1	0.00819672131147541
N	T	@	1	0.00819672131147541
N	r	@	1	0.00819672131147541
N	2	@	1	0.00819672131147541
I	v	H	2	0.00819672131147541
E	D	r	1	0.00819672131147541
r	$	n	11	0.00818452380952381
I	s	1	5	0.00816993464052288
s	P	d	3	0.00815217391304348
s	u	d	3	0.00815217391304348
n	d	t	6	0.00814111261872456
n	6	t	6	0.00814111261872456
s	d	u	1	0.00813008130081301
s	S	u	1	0.00813008130081301
n	J	i	1	0.00813008130081301
S	k	I	1	0.00813008130081301
n	S	i	1	0.00813008130081301
s	s	u	1	0.00813008130081301
g	w	1	1	0.00813008130081301
S	S	I	1	0.00813008130081301
s	J	u	1	0.00813008130081301
n	m	i	1	0.00813008130081301
b	$	b	1	0.00813008130081301
s	Q	r	8	0.00809716599190283
V	l	d	2	0.00809716599190283
s	r	I	12	0.00808080808080808
n	j	3	1	0.00806451612903226
n	l	3	1	0.00806451612903226
n	n	3	1	0.00806451612903226
9	w	I	1	0.00806451612903226
d	5	S	1	0.00806451612903226
d	u	S	1	0.00806451612903226
r	#	t	9	0.00804289544235925
r	6	t	9	0.00804289544235925
Q	z	@	6	0.00801068090787717
h	{	d	2	0.008
h	V	d	2	0.008
h	1	d	2	0.008
d	6	d	2	0.008
d	8	d	2	0.008
z	q	n	1	0.008
m	#	R	1	0.008
t	u	n	9	0.00797872340425532
u	D	 	5	0.00797448165869218
h	5	n	2	0.00796812749003984
h	1	n	2	0.00796812749003984
@	v	@	8	0.00796812749003984
h	Q	n	2	0.00796812749003984
g	b	I	2	0.00796812749003984
{	g	b	1	0.00793650793650794
l	3	n	7	0.00793650793650794
n	I	5	1	0.00793650793650794
s	Q	t	4	0.00793650793650794
 	r	@	12	0.00793650793650794
v	P	k	1	0.00793650793650794
n	w	5	1	0.00793650793650794
s	V	t	4	0.00793650793650794
{	z	b	1	0.00793650793650794
n	J	5	1	0.00793650793650794
n	l	5	1	0.00793650793650794
S	@	 	12	0.00790513833992095
i	D	I	3	0.00789473684210526
i	r	I	3	0.00789473684210526
i	h	I	3	0.00789473684210526
u	D	I	3	0.0078740157480315
u	f	I	3	0.0078740157480315
I	t	V	1	0.0078740157480315
u	S	I	3	0.0078740157480315
I	v	V	1	0.0078740157480315
_	5	n	3	0.00785340314136126
1	s	j	1	0.0078125
1	g	j	1	0.0078125
 	V	l	15	0.0078003120124805
r	7	d	5	0.00778816199376947
