Phon1	Phon2	Phon3	Count	Prob(Phon1 Phon2 Phon3)
u	n	I	66	0.00446398376733175
l	I	f	66	0.00446398376733175
r	@	 	66	0.00446398376733175
E	m	@	66	0.00446398376733175
 	f	V	66	0.00446398376733175
@	s	n	66	0.00446398376733175
s	V	b	66	0.00446398376733175
l	I	b	66	0.00446398376733175
t	r	i	66	0.00446398376733175
l	@	 	66	0.00446398376733175
 	b	5	66	0.00446398376733175
t	@	t	66	0.00446398376733175
r	Q	p	66	0.00446398376733175
@	l	Q	66	0.00446398376733175
 	t	V	66	0.00446398376733175
7	r	I	65	0.00439634764964491
l	Q	_	65	0.00439634764964491
v	n	I	65	0.00439634764964491
 	t	w	65	0.00439634764964491
t	E	m	65	0.00439634764964491
u	p	@	65	0.00439634764964491
 	f	U	65	0.00439634764964491
 	b	3	65	0.00439634764964491
d	I	v	65	0.00439634764964491
@	g	r	65	0.00439634764964491
s	@	m	65	0.00439634764964491
m	I	d	65	0.00439634764964491
l	I	_	64	0.00432871153195807
n	@	 	64	0.00432871153195807
 	l	1	64	0.00432871153195807
n	d	r	64	0.00432871153195807
 	r	Q	64	0.00432871153195807
V	k	t	64	0.00432871153195807
_	I	s	64	0.00432871153195807
m	@	l	64	0.00432871153195807
n	k	@	64	0.00432871153195807
s	t	#	64	0.00432871153195807
I	m	E	64	0.00432871153195807
z	I	 	64	0.00432871153195807
 	{	d	64	0.00432871153195807
k	r	u	64	0.00432871153195807
 	f	Q	64	0.00432871153195807
t	i	n	64	0.00432871153195807
u	l	 	63	0.00426107541427122
n	t	P	63	0.00426107541427122
j	@	l	63	0.00426107541427122
p	@	l	63	0.00426107541427122
t	$	r	63	0.00426107541427122
n	I	z	63	0.00426107541427122
Q	g	 	63	0.00426107541427122
b	l	V	63	0.00426107541427122
p	@	t	63	0.00426107541427122
j	u	s	63	0.00426107541427122
p	Q	t	63	0.00426107541427122
p	#	t	63	0.00426107541427122
t	E	l	63	0.00426107541427122
 	{	b	63	0.00426107541427122
 	f	5	62	0.00419343929658438
Z	H	 	62	0.00419343929658438
r	@	m	62	0.00419343929658438
k	j	9	62	0.00419343929658438
3	R	 	62	0.00419343929658438
 	f	i	62	0.00419343929658438
 	t	1	62	0.00419343929658438
 	d	1	62	0.00419343929658438
v	I	N	62	0.00419343929658438
I	f	t	62	0.00419343929658438
p	r	u	62	0.00419343929658438
 	@	l	62	0.00419343929658438
m	p	I	62	0.00419343929658438
 	n	{	62	0.00419343929658438
@	s	E	62	0.00419343929658438
d	r	I	62	0.00419343929658438
I	v	n	62	0.00419343929658438
l	I	S	62	0.00419343929658438
9	R	 	62	0.00419343929658438
p	Q	l	62	0.00419343929658438
k	{	t	62	0.00419343929658438
k	Q	l	62	0.00419343929658438
 	g	Q	62	0.00419343929658438
i	s	t	62	0.00419343929658438
p	j	u	62	0.00419343929658438
n	2	z	61	0.00412580317889753
 	w	i	61	0.00412580317889753
n	J	 	61	0.00412580317889753
m	E	t	61	0.00412580317889753
m	I	N	61	0.00412580317889753
 	@	f	61	0.00412580317889753
d	E	n	61	0.00412580317889753
n	t	1	61	0.00412580317889753
Q	p	I	61	0.00412580317889753
{	g	 	61	0.00412580317889753
r	i	k	61	0.00412580317889753
f	I	s	61	0.00412580317889753
 	l	u	61	0.00412580317889753
I	s	E	61	0.00412580317889753
t	E	k	61	0.00412580317889753
t	r	Q	61	0.00412580317889753
g	@	r	60	0.00405816706121069
Q	d	I	60	0.00405816706121069
 	S	{	60	0.00405816706121069
n	_	 	60	0.00405816706121069
l	n	I	60	0.00405816706121069
5	k	@	60	0.00405816706121069
@	n	f	60	0.00405816706121069
h	#	t	60	0.00405816706121069
 	t	5	60	0.00405816706121069
$	r	I	59	0.00399053094352384
l	{	m	59	0.00399053094352384
I	g	n	59	0.00399053094352384
I	g	r	59	0.00399053094352384
1	z	 	59	0.00399053094352384
I	N	z	59	0.00399053094352384
r	1	 	59	0.00399053094352384
s	m	@	59	0.00399053094352384
s	t	V	59	0.00399053094352384
1	k	@	59	0.00399053094352384
s	@	p	58	0.003922894825837
l	Q	N	58	0.003922894825837
l	d	@	58	0.003922894825837
r	@	d	58	0.003922894825837
 	k	1	58	0.003922894825837
s	V	n	58	0.003922894825837
k	r	5	58	0.003922894825837
 	v	2	58	0.003922894825837
Q	t	I	58	0.003922894825837
4	n	t	58	0.003922894825837
V	n	 	58	0.003922894825837
m	#	k	58	0.003922894825837
t	m	@	58	0.003922894825837
s	p	{	58	0.003922894825837
k	r	@	58	0.003922894825837
p	l	{	58	0.003922894825837
 	p	2	58	0.003922894825837
n	@	m	57	0.00385525870815015
k	{	l	57	0.00385525870815015
V	t	 	57	0.00385525870815015
r	E	S	57	0.00385525870815015
 	v	{	57	0.00385525870815015
s	2	t	57	0.00385525870815015
n	Q	n	57	0.00385525870815015
g	l	I	57	0.00385525870815015
I	s	n	57	0.00385525870815015
 	m	j	57	0.00385525870815015
H	@	l	57	0.00385525870815015
r	Q	k	57	0.00385525870815015
_	@	R	57	0.00385525870815015
 	p	j	57	0.00385525870815015
s	@	n	57	0.00385525870815015
r	V	m	57	0.00385525870815015
 	f	3	57	0.00385525870815015
S	@	l	57	0.00385525870815015
b	l	{	57	0.00385525870815015
 	d	j	57	0.00385525870815015
 	E	m	57	0.00385525870815015
 	l	#	57	0.00385525870815015
r	i	t	57	0.00385525870815015
N	g	P	56	0.00378762259046331
t	H	 	56	0.00378762259046331
u	t	I	56	0.00378762259046331
w	E	s	56	0.00378762259046331
@	r	{	56	0.00378762259046331
 	k	j	56	0.00378762259046331
#	k	 	56	0.00378762259046331
n	E	k	56	0.00378762259046331
#	n	s	56	0.00378762259046331
f	E	k	56	0.00378762259046331
 	b	$	56	0.00378762259046331
 	v	3	56	0.00378762259046331
k	{	p	56	0.00378762259046331
k	@	b	56	0.00378762259046331
t	I	S	56	0.00378762259046331
I	k	l	55	0.00371998647277646
{	S	 	55	0.00371998647277646
I	b	@	55	0.00371998647277646
r	V	k	55	0.00371998647277646
b	E	l	55	0.00371998647277646
s	k	{	55	0.00371998647277646
 	t	$	55	0.00371998647277646
I	1	t	55	0.00371998647277646
 	S	I	55	0.00371998647277646
N	g	@	55	0.00371998647277646
 	s	$	55	0.00371998647277646
s	k	V	55	0.00371998647277646
i	m	 	55	0.00371998647277646
1	n	_	55	0.00371998647277646
t	{	k	55	0.00371998647277646
l	I	v	55	0.00371998647277646
l	I	g	55	0.00371998647277646
s	k	1	55	0.00371998647277646
E	n	J	55	0.00371998647277646
3	t	 	55	0.00371998647277646
@	n	1	54	0.00365235035508962
f	r	I	54	0.00365235035508962
f	@	R	54	0.00365235035508962
k	l	Q	54	0.00365235035508962
t	r	u	54	0.00365235035508962
 	n	1	54	0.00365235035508962
N	k	@	54	0.00365235035508962
d	I	z	54	0.00365235035508962
Q	N	 	54	0.00365235035508962
I	g	1	54	0.00365235035508962
s	I	p	54	0.00365235035508962
v	@	s	54	0.00365235035508962
@	l	E	54	0.00365235035508962
I	n	E	54	0.00365235035508962
t	1	l	54	0.00365235035508962
s	E	t	54	0.00365235035508962
l	@	m	54	0.00365235035508962
J	@	r	54	0.00365235035508962
@	t	r	54	0.00365235035508962
u	m	@	54	0.00365235035508962
d	V	k	54	0.00365235035508962
r	i	s	54	0.00365235035508962
k	@	t	54	0.00365235035508962
z	@	R	54	0.00365235035508962
 	d	6	54	0.00365235035508962
N	z	 	54	0.00365235035508962
s	2	k	54	0.00365235035508962
1	n	t	53	0.00358471423740277
U	k	 	53	0.00358471423740277
 	E	l	53	0.00358471423740277
{	p	I	53	0.00358471423740277
f	I	n	53	0.00358471423740277
I	_	I	53	0.00358471423740277
$	t	I	53	0.00358471423740277
@	m	E	53	0.00358471423740277
Q	m	@	53	0.00358471423740277
@	m	{	53	0.00358471423740277
@	t	l	53	0.00358471423740277
r	u	t	53	0.00358471423740277
t	1	n	53	0.00358471423740277
s	k	 	53	0.00358471423740277
f	U	t	53	0.00358471423740277
g	5	 	53	0.00358471423740277
k	{	m	53	0.00358471423740277
v	I	n	53	0.00358471423740277
{	g	@	53	0.00358471423740277
s	p	@	53	0.00358471423740277
 	w	U	53	0.00358471423740277
5	t	@	53	0.00358471423740277
#	k	I	53	0.00358471423740277
@	b	s	53	0.00358471423740277
I	p	r	53	0.00358471423740277
9	r	@	53	0.00358471423740277
 	n	$	53	0.00358471423740277
b	@	l	53	0.00358471423740277
t	@	d	52	0.00351707811971593
N	k	I	52	0.00351707811971593
{	m	I	52	0.00351707811971593
r	U	m	52	0.00351707811971593
r	1	s	52	0.00351707811971593
u	t	@	52	0.00351707811971593
b	@	n	52	0.00351707811971593
p	#	s	52	0.00351707811971593
n	S	H	52	0.00351707811971593
g	1	t	52	0.00351707811971593
n	z	 	52	0.00351707811971593
$	m	@	52	0.00351707811971593
u	s	I	52	0.00351707811971593
w	I	l	52	0.00351707811971593
l	1	 	52	0.00351707811971593
 	h	6	52	0.00351707811971593
p	s	 	52	0.00351707811971593
I	s	2	52	0.00351707811971593
 	f	#	52	0.00351707811971593
U	d	 	52	0.00351707811971593
8	r	@	52	0.00351707811971593
I	r	E	52	0.00351707811971593
h	j	u	52	0.00351707811971593
f	I	t	52	0.00351707811971593
u	s	 	52	0.00351707811971593
k	Q	k	51	0.00344944200202908
9	l	 	51	0.00344944200202908
I	l	j	51	0.00344944200202908
t	Q	p	51	0.00344944200202908
r	E	p	51	0.00344944200202908
I	m	5	51	0.00344944200202908
s	I	f	51	0.00344944200202908
V	n	k	51	0.00344944200202908
l	{	s	51	0.00344944200202908
s	p	Q	51	0.00344944200202908
k	s	E	51	0.00344944200202908
s	t	i	51	0.00344944200202908
z	I	t	51	0.00344944200202908
b	{	n	51	0.00344944200202908
E	S	H	51	0.00344944200202908
k	r	E	51	0.00344944200202908
s	w	I	51	0.00344944200202908
l	E	n	51	0.00344944200202908
1	p	@	51	0.00344944200202908
m	p	t	51	0.00344944200202908
 	J	I	51	0.00344944200202908
l	i	n	51	0.00344944200202908
d	5	 	51	0.00344944200202908
l	u	s	50	0.00338180588434224
i	k	@	50	0.00338180588434224
3	t	I	50	0.00338180588434224
d	@	t	50	0.00338180588434224
@	n	v	50	0.00338180588434224
I	m	 	50	0.00338180588434224
i	s	 	50	0.00338180588434224
d	r	E	50	0.00338180588434224
t	7	r	50	0.00338180588434224
n	@	b	50	0.00338180588434224
p	j	U	50	0.00338180588434224
t	I	z	50	0.00338180588434224
v	3	s	50	0.00338180588434224
V	m	 	50	0.00338180588434224
j	9	s	50	0.00338180588434224
m	b	P	50	0.00338180588434224
r	V	s	50	0.00338180588434224
Q	f	I	50	0.00338180588434224
p	@	z	50	0.00338180588434224
 	_	V	49	0.00331416976665539
 	h	i	49	0.00331416976665539
p	I	l	49	0.00331416976665539
r	{	N	49	0.00331416976665539
n	k	Q	49	0.00331416976665539
k	w	E	49	0.00331416976665539
k	l	5	49	0.00331416976665539
z	m	@	49	0.00331416976665539
s	H	t	49	0.00331416976665539
1	m	 	49	0.00331416976665539
p	4	n	49	0.00331416976665539
 	g	I	49	0.00331416976665539
E	s	H	49	0.00331416976665539
 	b	u	49	0.00331416976665539
p	5	z	49	0.00331416976665539
w	I	t	49	0.00331416976665539
I	k	I	49	0.00331416976665539
5	p	 	49	0.00331416976665539
 	g	5	49	0.00331416976665539
b	r	E	49	0.00331416976665539
 	_	{	49	0.00331416976665539
l	V	m	49	0.00331416976665539
I	n	j	49	0.00331416976665539
3	m	I	49	0.00331416976665539
 	_	u	49	0.00331416976665539
d	2	@	49	0.00331416976665539
I	l	1	49	0.00331416976665539
r	@	v	49	0.00331416976665539
t	E	r	49	0.00331416976665539
m	1	n	49	0.00331416976665539
k	s	@	49	0.00331416976665539
@	n	{	49	0.00331416976665539
f	r	E	48	0.00324653364896855
E	n	 	48	0.00324653364896855
r	E	z	48	0.00324653364896855
E	l	t	48	0.00324653364896855
p	I	d	48	0.00324653364896855
6	@	R	48	0.00324653364896855
E	p	@	48	0.00324653364896855
s	E	s	48	0.00324653364896855
r	@	k	48	0.00324653364896855
 	f	j	48	0.00324653364896855
s	t	2	48	0.00324653364896855
m	#	s	48	0.00324653364896855
U	m	 	48	0.00324653364896855
t	j	9	48	0.00324653364896855
p	l	V	48	0.00324653364896855
b	s	t	48	0.00324653364896855
I	l	t	48	0.00324653364896855
#	m	@	48	0.00324653364896855
{	k	I	48	0.00324653364896855
5	d	 	48	0.00324653364896855
I	p	@	48	0.00324653364896855
#	f	 	48	0.00324653364896855
I	1	S	48	0.00324653364896855
V	t	@	48	0.00324653364896855
I	f	E	48	0.00324653364896855
w	U	d	48	0.00324653364896855
w	1	t	48	0.00324653364896855
f	I	 	48	0.00324653364896855
b	U	k	47	0.0031788975312817
f	$	l	47	0.0031788975312817
f	2	n	47	0.0031788975312817
 	k	3	47	0.0031788975312817
2	@	t	47	0.0031788975312817
p	l	E	47	0.0031788975312817
 	S	1	47	0.0031788975312817
 	h	1	47	0.0031788975312817
r	1	k	47	0.0031788975312817
 	{	N	47	0.0031788975312817
 	n	V	47	0.0031788975312817
2	k	 	47	0.0031788975312817
9	l	I	47	0.0031788975312817
l	I	d	47	0.0031788975312817
V	b	P	47	0.0031788975312817
s	H	 	47	0.0031788975312817
g	r	5	47	0.0031788975312817
I	l	i	46	0.00311126141359486
k	s	k	46	0.00311126141359486
g	r	E	46	0.00311126141359486
5	z	 	46	0.00311126141359486
2	n	@	46	0.00311126141359486
$	r	@	46	0.00311126141359486
E	s	k	46	0.00311126141359486
t	I	p	46	0.00311126141359486
m	{	s	46	0.00311126141359486
d	E	s	46	0.00311126141359486
k	w	2	46	0.00311126141359486
5	k	 	46	0.00311126141359486
$	k	 	46	0.00311126141359486
2	@	l	46	0.00311126141359486
k	{	r	46	0.00311126141359486
u	z	 	46	0.00311126141359486
s	3	v	46	0.00311126141359486
t	Q	k	46	0.00311126141359486
{	s	@	46	0.00311126141359486
n	f	l	46	0.00311126141359486
E	s	@	46	0.00311126141359486
j	u	b	46	0.00311126141359486
n	d	E	46	0.00311126141359486
#	t	 	45	0.00304362529590801
v	3	t	45	0.00304362529590801
t	E	s	45	0.00304362529590801
s	Q	l	45	0.00304362529590801
 	n	i	45	0.00304362529590801
{	v	@	45	0.00304362529590801
s	t	j	45	0.00304362529590801
r	5	s	45	0.00304362529590801
u	S	H	45	0.00304362529590801
 	$	l	45	0.00304362529590801
 	Q	f	45	0.00304362529590801
k	#	s	45	0.00304362529590801
r	5	n	45	0.00304362529590801
 	J	#	45	0.00304362529590801
r	Q	n	45	0.00304362529590801
s	p	2	45	0.00304362529590801
n	s	p	45	0.00304362529590801
V	f	 	45	0.00304362529590801
1	n	j	45	0.00304362529590801
t	j	U	45	0.00304362529590801
r	{	g	45	0.00304362529590801
r	i	 	45	0.00304362529590801
l	{	p	45	0.00304362529590801
s	V	m	45	0.00304362529590801
p	5	l	45	0.00304362529590801
U	l	n	45	0.00304362529590801
i	t	I	45	0.00304362529590801
f	l	2	45	0.00304362529590801
d	H	 	45	0.00304362529590801
n	E	t	45	0.00304362529590801
 	g	1	44	0.00297598917822117
 	d	5	44	0.00297598917822117
z	I	N	44	0.00297598917822117
$	s	 	44	0.00297598917822117
s	i	 	44	0.00297598917822117
w	2	@	44	0.00297598917822117
5	l	@	44	0.00297598917822117
k	r	V	44	0.00297598917822117
d	@	b	44	0.00297598917822117
5	t	I	44	0.00297598917822117
l	V	d	44	0.00297598917822117
H	s	 	44	0.00297598917822117
$	d	@	44	0.00297598917822117
l	1	s	44	0.00297598917822117
 	@	t	44	0.00297598917822117
k	5	l	44	0.00297598917822117
7	m	 	44	0.00297598917822117
u	m	 	44	0.00297598917822117
t	1	k	44	0.00297598917822117
k	r	1	44	0.00297598917822117
f	l	E	44	0.00297598917822117
Q	s	 	44	0.00297598917822117
i	v	@	44	0.00297598917822117
r	5	k	44	0.00297598917822117
 	@	m	44	0.00297598917822117
m	Q	d	44	0.00297598917822117
I	p	l	44	0.00297598917822117
5	n	j	44	0.00297598917822117
I	l	{	44	0.00297598917822117
s	J	@	44	0.00297598917822117
t	{	l	44	0.00297598917822117
 	E	s	43	0.00290835306053433
3	n	@	43	0.00290835306053433
f	t	I	43	0.00290835306053433
1	k	I	43	0.00290835306053433
r	Q	m	43	0.00290835306053433
t	@	k	43	0.00290835306053433
r	u	d	43	0.00290835306053433
@	t	E	43	0.00290835306053433
j	u	l	43	0.00290835306053433
g	1	S	43	0.00290835306053433
f	r	{	43	0.00290835306053433
1	s	I	43	0.00290835306053433
 	t	u	43	0.00290835306053433
Q	s	@	43	0.00290835306053433
z	P	 	43	0.00290835306053433
I	b	I	43	0.00290835306053433
b	Q	k	43	0.00290835306053433
d	@	l	43	0.00290835306053433
g	r	#	43	0.00290835306053433
V	n	b	43	0.00290835306053433
1	b	P	43	0.00290835306053433
I	p	t	43	0.00290835306053433
l	5	k	43	0.00290835306053433
{	d	I	43	0.00290835306053433
r	i	z	43	0.00290835306053433
 	T	I	43	0.00290835306053433
@	p	Q	43	0.00290835306053433
U	m	@	43	0.00290835306053433
i	p	 	43	0.00290835306053433
_	I	t	42	0.00284071694284748
I	t	P	42	0.00284071694284748
p	{	t	42	0.00284071694284748
s	t	l	42	0.00284071694284748
 	h	3	42	0.00284071694284748
n	t	{	42	0.00284071694284748
E	t	r	42	0.00284071694284748
@	r	5	42	0.00284071694284748
k	n	I	42	0.00284071694284748
1	v	@	42	0.00284071694284748
 	J	{	42	0.00284071694284748
l	2	k	42	0.00284071694284748
v	@	b	42	0.00284071694284748
 	Q	n	42	0.00284071694284748
p	S	H	42	0.00284071694284748
j	9	R	42	0.00284071694284748
 	{	s	42	0.00284071694284748
u	m	I	42	0.00284071694284748
r	5	t	42	0.00284071694284748
{	b	I	42	0.00284071694284748
I	d	n	42	0.00284071694284748
Q	k	I	42	0.00284071694284748
E	k	 	42	0.00284071694284748
@	f	E	42	0.00284071694284748
#	m	 	42	0.00284071694284748
s	2	z	42	0.00284071694284748
p	E	l	42	0.00284071694284748
3	d	 	42	0.00284071694284748
 	Q	p	41	0.00277308082516064
i	n	I	41	0.00277308082516064
 	h	j	41	0.00277308082516064
t	2	l	41	0.00277308082516064
 	J	E	41	0.00277308082516064
$	m	 	41	0.00277308082516064
n	d	l	41	0.00277308082516064
5	s	I	41	0.00277308082516064
 	S	$	41	0.00277308082516064
r	5	p	41	0.00277308082516064
r	2	d	41	0.00277308082516064
V	n	f	41	0.00277308082516064
@	r	i	41	0.00277308082516064
h	E	l	41	0.00277308082516064
b	$	l	41	0.00277308082516064
d	{	m	41	0.00277308082516064
#	s	 	41	0.00277308082516064
p	3	s	41	0.00277308082516064
r	1	z	41	0.00277308082516064
m	{	k	41	0.00277308082516064
k	t	r	41	0.00277308082516064
 	@	n	41	0.00277308082516064
r	Q	t	41	0.00277308082516064
v	I	t	41	0.00277308082516064
s	{	n	41	0.00277308082516064
$	d	I	41	0.00277308082516064
S	l	I	41	0.00277308082516064
k	@	 	41	0.00277308082516064
k	I	l	41	0.00277308082516064
V	m	I	41	0.00277308082516064
 	t	j	41	0.00277308082516064
l	@	b	41	0.00277308082516064
w	Q	S	41	0.00277308082516064
i	t	@	41	0.00277308082516064
{	k	@	41	0.00277308082516064
E	D	@	41	0.00277308082516064
k	V	p	41	0.00277308082516064
b	I	k	41	0.00277308082516064
b	E	n	40	0.00270544470747379
@	n	Q	40	0.00270544470747379
b	I	 	40	0.00270544470747379
P	z	 	40	0.00270544470747379
r	i	f	40	0.00270544470747379
i	d	j	40	0.00270544470747379
@	s	k	40	0.00270544470747379
N	g	l	40	0.00270544470747379
 	s	6	40	0.00270544470747379
_	E	k	40	0.00270544470747379
{	k	S	40	0.00270544470747379
 	m	3	40	0.00270544470747379
p	Q	s	40	0.00270544470747379
 	w	8	40	0.00270544470747379
I	s	i	40	0.00270544470747379
k	V	t	40	0.00270544470747379
w	I	z	40	0.00270544470747379
h	#	f	40	0.00270544470747379
1	_	 	40	0.00270544470747379
m	1	k	40	0.00270544470747379
s	E	m	40	0.00270544470747379
b	I	n	40	0.00270544470747379
{	b	@	40	0.00270544470747379
k	Q	p	40	0.00270544470747379
 	l	$	40	0.00270544470747379
v	I	s	40	0.00270544470747379
m	d	 	40	0.00270544470747379
f	l	1	40	0.00270544470747379
d	@	s	40	0.00270544470747379
r	E	v	40	0.00270544470747379
z	d	 	40	0.00270544470747379
m	j	U	40	0.00270544470747379
Q	d	 	40	0.00270544470747379
@	w	1	40	0.00270544470747379
r	5	b	40	0.00270544470747379
 	{	p	40	0.00270544470747379
l	{	N	39	0.00263780858978695
d	1	t	39	0.00263780858978695
n	d	V	39	0.00263780858978695
p	t	@	39	0.00263780858978695
f	5	l	39	0.00263780858978695
m	@	 	39	0.00263780858978695
p	{	l	39	0.00263780858978695
2	d	I	39	0.00263780858978695
h	5	m	39	0.00263780858978695
p	i	s	39	0.00263780858978695
 	g	#	39	0.00263780858978695
b	r	i	39	0.00263780858978695
Q	f	 	39	0.00263780858978695
s	k	5	39	0.00263780858978695
g	j	U	39	0.00263780858978695
 	_	Q	39	0.00263780858978695
p	I	s	39	0.00263780858978695
t	I	_	39	0.00263780858978695
h	$	s	39	0.00263780858978695
V	g	 	39	0.00263780858978695
s	p	i	39	0.00263780858978695
b	r	@	39	0.00263780858978695
i	n	@	39	0.00263780858978695
I	m	1	39	0.00263780858978695
s	i	d	39	0.00263780858978695
g	n	I	39	0.00263780858978695
N	k	t	39	0.00263780858978695
V	n	@	39	0.00263780858978695
f	1	s	39	0.00263780858978695
d	V	b	39	0.00263780858978695
l	2	 	39	0.00263780858978695
s	k	Q	39	0.00263780858978695
d	E	m	39	0.00263780858978695
p	2	@	39	0.00263780858978695
n	I	g	39	0.00263780858978695
J	9	l	39	0.00263780858978695
n	j	9	39	0.00263780858978695
t	8	r	39	0.00263780858978695
Q	k	@	39	0.00263780858978695
 	p	U	39	0.00263780858978695
 	v	@	39	0.00263780858978695
u	d	I	39	0.00263780858978695
k	$	d	39	0.00263780858978695
n	S	P	38	0.0025701724721001
s	k	j	38	0.0025701724721001
6	n	s	38	0.0025701724721001
k	J	@	38	0.0025701724721001
@	s	2	38	0.0025701724721001
t	w	I	38	0.0025701724721001
m	1	t	38	0.0025701724721001
r	{	v	38	0.0025701724721001
J	@	n	38	0.0025701724721001
9	s	 	38	0.0025701724721001
2	@	b	38	0.0025701724721001
v	{	l	38	0.0025701724721001
p	I	r	38	0.0025701724721001
Q	m	b	38	0.0025701724721001
n	f	$	38	0.0025701724721001
 	#	t	38	0.0025701724721001
r	2	@	38	0.0025701724721001
l	E	s	38	0.0025701724721001
m	{	l	38	0.0025701724721001
I	d	E	38	0.0025701724721001
2	p	 	38	0.0025701724721001
_	{	k	38	0.0025701724721001
p	5	s	38	0.0025701724721001
4	l	 	38	0.0025701724721001
r	{	f	38	0.0025701724721001
#	n	t	38	0.0025701724721001
n	5	t	38	0.0025701724721001
d	Q	g	38	0.0025701724721001
g	#	d	38	0.0025701724721001
t	@	 	38	0.0025701724721001
u	f	 	38	0.0025701724721001
V	l	@	38	0.0025701724721001
w	8	R	38	0.0025701724721001
5	g	r	38	0.0025701724721001
4	d	 	38	0.0025701724721001
r	2	v	38	0.0025701724721001
u	p	 	38	0.0025701724721001
S	n	I	38	0.0025701724721001
l	V	v	38	0.0025701724721001
1	d	I	38	0.0025701724721001
 	Q	b	38	0.0025701724721001
3	n	 	37	0.00250253635441326
t	3	m	37	0.00250253635441326
@	r	Q	37	0.00250253635441326
 	2	d	37	0.00250253635441326
V	k	 	37	0.00250253635441326
l	i	v	37	0.00250253635441326
I	5	 	37	0.00250253635441326
1	v	 	37	0.00250253635441326
k	@	s	37	0.00250253635441326
b	j	u	37	0.00250253635441326
 	t	#	37	0.00250253635441326
@	p	I	37	0.00250253635441326
p	V	n	37	0.00250253635441326
s	H	s	37	0.00250253635441326
s	5	l	37	0.00250253635441326
s	@	s	37	0.00250253635441326
E	m	b	37	0.00250253635441326
 	w	V	37	0.00250253635441326
 	Q	k	37	0.00250253635441326
E	n	j	37	0.00250253635441326
S	I	N	37	0.00250253635441326
g	r	6	37	0.00250253635441326
5	m	 	37	0.00250253635441326
m	5	t	37	0.00250253635441326
E	d	@	37	0.00250253635441326
h	V	n	37	0.00250253635441326
g	@	t	36	0.00243490023672641
_	@	r	36	0.00243490023672641
 	b	@	36	0.00243490023672641
{	S	H	36	0.00243490023672641
b	E	d	36	0.00243490023672641
b	j	U	36	0.00243490023672641
3	s	 	36	0.00243490023672641
 	$	d	36	0.00243490023672641
2	s	 	36	0.00243490023672641
r	5	d	36	0.00243490023672641
V	r	I	36	0.00243490023672641
d	r	@	36	0.00243490023672641
I	t	E	36	0.00243490023672641
I	S	l	36	0.00243490023672641
