Phon1	Phon2	Phon3	Count	Phon1Phon2 Count	Prob(Phon3|Phon1Phon2)
d	j	@	91	244	0.372950819672131
6	d	 	22	59	0.372881355932203
p	s	 	52	140	0.371428571428571
l	8	r	10	27	0.37037037037037
m	u	v	20	54	0.37037037037037
n	8	R	10	27	0.37037037037037
l	g	@	10	27	0.37037037037037
l	8	R	10	27	0.37037037037037
k	j	u	127	343	0.370262390670554
n	m	@	27	73	0.36986301369863
p	t	I	99	268	0.369402985074627
$	n	 	79	214	0.369158878504673
p	j	u	62	168	0.369047619047619
P	s	t	7	19	0.368421052631579
V	g	 	39	106	0.367924528301887
9	r	I	71	193	0.367875647668394
S	I	p	98	268	0.365671641791045
t	3	n	75	206	0.364077669902913
7	b	P	8	22	0.363636363636364
N	f	U	4	11	0.363636363636364
b	j	U	36	99	0.363636363636364
5	r	I	4	11	0.363636363636364
d	3	m	8	22	0.363636363636364
z	w	1	4	11	0.363636363636364
#	h	#	4	11	0.363636363636364
S	8	R	4	11	0.363636363636364
f	g	#	4	11	0.363636363636364
p	u	n	16	44	0.363636363636364
8	t	u	4	11	0.363636363636364
S	8	r	4	11	0.363636363636364
 	D	8	20	55	0.363636363636364
#	h	i	4	11	0.363636363636364
f	g	{	4	11	0.363636363636364
$	l	 	122	337	0.362017804154303
v	{	l	38	105	0.361904761904762
6	z	 	13	36	0.361111111111111
I	h	E	26	72	0.361111111111111
@	S	I	22	61	0.360655737704918
i	f	 	36	100	0.36
d	#	n	18	50	0.36
1	@	R	18	50	0.36
5	I	N	32	89	0.359550561797753
@	g	r	65	181	0.359116022099448
4	@	l	14	39	0.358974358974359
n	r	I	20	56	0.357142857142857
5	{	n	5	14	0.357142857142857
J	b	{	5	14	0.357142857142857
u	p	@	65	182	0.357142857142857
u	D	 	5	14	0.357142857142857
s	d	I	5	14	0.357142857142857
i	t	 	107	301	0.355481727574751
s	g	r	11	31	0.354838709677419
{	l	@	176	498	0.353413654618474
{	t	I	191	541	0.353049907578558
1	T	f	6	17	0.352941176470588
k	p	Q	6	17	0.352941176470588
z	#	R	6	17	0.352941176470588
Q	t	 	112	318	0.352201257861635
v	H	 	25	71	0.352112676056338
k	@	n	618	1758	0.351535836177474
5	E	v	7	20	0.35
S	n	@	21	60	0.35
_	$	n	7	20	0.35
t	6	n	16	46	0.347826086956522
l	S	H	8	23	0.347826086956522
l	S	I	8	23	0.347826086956522
J	#	n	24	69	0.347826086956522
s	H	t	49	141	0.347517730496454
I	S	 	221	637	0.346938775510204
k	Q	n	264	762	0.346456692913386
N	p	l	9	26	0.346153846153846
w	5	t	9	26	0.346153846153846
@	J	@	9	26	0.346153846153846
5	T	E	9	26	0.346153846153846
5	z	 	46	133	0.345864661654135
v	4	d	11	32	0.34375
T	V	n	11	32	0.34375
n	3	v	12	35	0.342857142857143
U	r	@	12	35	0.342857142857143
b	7	n	13	38	0.342105263157895
g	1	t	52	152	0.342105263157895
g	5	 	53	155	0.341935483870968
z	H	 	27	79	0.341772151898734
r	4	d	15	44	0.340909090909091
s	6	T	15	44	0.340909090909091
{	N	g	105	308	0.340909090909091
p	E	n	139	408	0.340686274509804
i	l	 	68	200	0.34
l	#	s	68	202	0.336633663366337
V	v	@	35	104	0.336538461538462
@	d	 	187	556	0.336330935251799
n	S	@	77	229	0.336244541484716
u	z	 	46	137	0.335766423357664
k	1	S	132	394	0.33502538071066
E	k	t	301	902	0.33370288248337
D	s	t	1	3	0.333333333333333
i	$	d	1	3	0.333333333333333
S	w	U	3	9	0.333333333333333
i	$	g	1	3	0.333333333333333
p	w	$	7	21	0.333333333333333
#	5	 	1	3	0.333333333333333
i	$	r	1	3	0.333333333333333
g	6	n	4	12	0.333333333333333
k	f	U	6	18	0.333333333333333
s	v	E	1	3	0.333333333333333
_	r	{	1	3	0.333333333333333
z	i	n	5	15	0.333333333333333
H	I	N	15	45	0.333333333333333
k	H	@	1	3	0.333333333333333
2	T	 	1	3	0.333333333333333
z	h	$	1	3	0.333333333333333
6	h	{	1	3	0.333333333333333
v	f	5	1	3	0.333333333333333
2	S	{	1	3	0.333333333333333
f	w	2	3	9	0.333333333333333
t	J	{	1	3	0.333333333333333
8	g	V	1	3	0.333333333333333
g	6	t	4	12	0.333333333333333
6	T	 	9	27	0.333333333333333
P	E	n	1	3	0.333333333333333
d	9	l	1	3	0.333333333333333
@	j	#	1	3	0.333333333333333
I	i	v	1	3	0.333333333333333
I	i	 	1	3	0.333333333333333
n	Z	 	1	3	0.333333333333333
u	#	v	1	3	0.333333333333333
6	h	2	1	3	0.333333333333333
j	{	N	5	15	0.333333333333333
2	S	i	1	3	0.333333333333333
2	T	j	1	3	0.333333333333333
P	g	r	2	6	0.333333333333333
v	f	i	1	3	0.333333333333333
J	h	V	2	6	0.333333333333333
t	J	1	1	3	0.333333333333333
s	9	R	1	3	0.333333333333333
w	4	@	1	3	0.333333333333333
_	k	5	1	3	0.333333333333333
z	t	u	1	3	0.333333333333333
b	w	7	2	6	0.333333333333333
#	Q	s	1	3	0.333333333333333
u	v	@	23	69	0.333333333333333
6	b	i	1	3	0.333333333333333
_	k	1	1	3	0.333333333333333
T	s	 	3	9	0.333333333333333
g	4	t	1	3	0.333333333333333
Z	q	N	1	3	0.333333333333333
s	v	i	1	3	0.333333333333333
m	_	#	1	3	0.333333333333333
d	J	{	1	3	0.333333333333333
~	n	d	1	3	0.333333333333333
6	b	4	1	3	0.333333333333333
2	j	u	1	3	0.333333333333333
1	w	$	1	3	0.333333333333333
S	d	6	1	3	0.333333333333333
@	j	u	1	3	0.333333333333333
$	@	R	1	3	0.333333333333333
b	h	Q	2	6	0.333333333333333
d	J	i	1	3	0.333333333333333
U	@	t	2	6	0.333333333333333
J	5	 	3	9	0.333333333333333
J	6	 	1	3	0.333333333333333
$	@	l	1	3	0.333333333333333
D	2	s	1	3	0.333333333333333
D	1	d	2	6	0.333333333333333
4	I	_	3	9	0.333333333333333
Q	s	t	103	309	0.333333333333333
w	u	p	4	12	0.333333333333333
P	E	_	1	3	0.333333333333333
i	#	r	1	3	0.333333333333333
t	$	r	63	189	0.333333333333333
_	k	l	1	3	0.333333333333333
D	1	@	2	6	0.333333333333333
S	d	1	1	3	0.333333333333333
5	3	S	1	3	0.333333333333333
6	T	w	9	27	0.333333333333333
2	T	H	1	3	0.333333333333333
l	T	 	8	24	0.333333333333333
_	1	 	7	21	0.333333333333333
g	9	d	1	3	0.333333333333333
v	u	d	1	3	0.333333333333333
g	4	d	1	3	0.333333333333333
j	E	l	9	27	0.333333333333333
m	v	I	1	3	0.333333333333333
P	g	l	2	6	0.333333333333333
d	U	I	1	3	0.333333333333333
7	v	#	1	3	0.333333333333333
f	T	{	4	12	0.333333333333333
P	E	t	1	3	0.333333333333333
H	2	z	1	3	0.333333333333333
r	3	b	1	3	0.333333333333333
5	Z	H	5	15	0.333333333333333
v	k	Q	1	3	0.333333333333333
f	m	j	2	6	0.333333333333333
v	k	5	1	3	0.333333333333333
#	t	I	92	276	0.333333333333333
7	S	@	1	3	0.333333333333333
T	2	z	2	6	0.333333333333333
z	h	E	1	3	0.333333333333333
#	_	 	19	57	0.333333333333333
n	Z	1	1	3	0.333333333333333
z	r	1	4	12	0.333333333333333
t	q	N	1	3	0.333333333333333
m	_	u	1	3	0.333333333333333
U	I	s	8	24	0.333333333333333
9	d	 	2	6	0.333333333333333
d	J	2	1	3	0.333333333333333
T	s	t	3	9	0.333333333333333
I	i	m	1	3	0.333333333333333
i	#	 	1	3	0.333333333333333
t	J	E	1	3	0.333333333333333
7	S	 	1	3	0.333333333333333
P	g	1	2	6	0.333333333333333
S	d	2	1	3	0.333333333333333
N	m	2	2	6	0.333333333333333
P	k	r	3	9	0.333333333333333
s	v	7	1	3	0.333333333333333
m	7	R	9	27	0.333333333333333
D	2	 	1	3	0.333333333333333
g	4	l	1	3	0.333333333333333
n	Z	@	1	3	0.333333333333333
J	h	2	2	6	0.333333333333333
~	n	l	1	3	0.333333333333333
{	T	@	12	36	0.333333333333333
v	k	@	1	3	0.333333333333333
m	_	E	1	3	0.333333333333333
z	h	6	1	3	0.333333333333333
b	m	I	5	15	0.333333333333333
J	6	l	1	3	0.333333333333333
d	g	r	3	9	0.333333333333333
_	i	n	21	63	0.333333333333333
6	h	3	1	3	0.333333333333333
v	t	r	2	6	0.333333333333333
J	6	d	1	3	0.333333333333333
k	7	 	3	9	0.333333333333333
T	b	6	2	6	0.333333333333333
D	2	n	1	3	0.333333333333333
@	j	Q	1	3	0.333333333333333
$	@	b	1	3	0.333333333333333
1	w	2	1	3	0.333333333333333
U	@	d	2	6	0.333333333333333
f	m	1	2	6	0.333333333333333
$	D	H	2	6	0.333333333333333
S	b	V	4	12	0.333333333333333
9	d	u	2	6	0.333333333333333
1	w	@	1	3	0.333333333333333
6	b	E	1	3	0.333333333333333
~	n	 	1	3	0.333333333333333
H	p	l	1	3	0.333333333333333
7	S	Q	1	3	0.333333333333333
s	H	 	47	141	0.333333333333333
2	S	Q	1	3	0.333333333333333
v	f	{	1	3	0.333333333333333
f	p	r	4	12	0.333333333333333
I	j	9	1	3	0.333333333333333
i	#	m	1	3	0.333333333333333
t	E	n	175	529	0.330812854442344
I	r	I	83	252	0.329365079365079
b	I	l	222	676	0.328402366863905
d	{	m	41	125	0.328
w	{	g	20	61	0.327868852459016
P	I	N	18	55	0.327272727272727
n	1	S	98	300	0.326666666666667
E	_	I	30	92	0.326086956521739
s	7	r	15	46	0.326086956521739
2	p	 	38	117	0.324786324786325
f	8	r	12	37	0.324324324324324
 	8	r	24	74	0.324324324324324
E	r	@	83	256	0.32421875
{	n	d	412	1276	0.322884012539185
V	z	P	10	31	0.32258064516129
_	2	@	10	31	0.32258064516129
w	8	r	28	87	0.32183908045977
n	7	R	27	84	0.321428571428571
V	f	 	45	140	0.321428571428571
u	t	 	107	334	0.320359281437126
b	d	 	8	25	0.32
z	5	n	8	25	0.32
1	s	 	96	300	0.32
h	$	s	39	122	0.319672131147541
Q	N	 	54	169	0.319526627218935
$	t	@	131	410	0.319512195121951
h	V	n	37	116	0.318965517241379
#	v	@	14	44	0.318181818181818
I	Q	l	21	66	0.318181818181818
3	J	 	14	44	0.318181818181818
{	f	I	34	107	0.317757009345794
u	T	 	13	41	0.317073170731707
1	n	 	142	448	0.316964285714286
V	t	 	57	180	0.316666666666667
i	@	n	19	60	0.316666666666667
{	S	 	55	174	0.316091954022989
i	w	i	6	19	0.315789473684211
8	f	U	6	19	0.315789473684211
3	v	I	35	111	0.315315315315315
Q	g	 	63	200	0.315
p	#	t	63	200	0.315
w	1	 	79	251	0.314741035856574
E	z	I	28	89	0.314606741573034
f	#	s	22	70	0.314285714285714
f	i	l	33	105	0.314285714285714
m	Q	n	70	223	0.31390134529148
m	s	t	16	51	0.313725490196078
J	3	p	5	16	0.3125
U	b	P	5	16	0.3125
Z	9	r	5	16	0.3125
h	#	t	60	192	0.3125
T	V	m	10	32	0.3125
l	w	1	5	16	0.3125
J	7	r	5	16	0.3125
 	g	r	321	1029	0.311953352769679
5	d	 	48	154	0.311688311688312
n	j	u	123	395	0.311392405063291
n	2	t	70	225	0.311111111111111
n	T	 	28	90	0.311111111111111
w	U	m	32	103	0.310679611650485
z	2	n	9	29	0.310344827586207
E	d	 	128	415	0.308433734939759
s	2	d	115	373	0.308310991957105
Q	m	I	114	370	0.308108108108108
l	J	 	8	26	0.307692307692308
8	w	E	4	13	0.307692307692308
J	l	2	4	13	0.307692307692308
b	U	l	32	104	0.307692307692308
U	s	t	4	13	0.307692307692308
k	m	1	8	26	0.307692307692308
3	b	@	24	78	0.307692307692308
P	w	U	4	13	0.307692307692308
k	m	@	8	26	0.307692307692308
P	w	3	4	13	0.307692307692308
i	m	 	55	179	0.307262569832402
{	v	I	35	114	0.307017543859649
v	3	s	50	163	0.306748466257669
#	l	@	23	75	0.306666666666667
3	m	I	49	160	0.30625
{	s	t	101	330	0.306060606060606
t	@	R	678	2216	0.305956678700361
3	l	I	26	85	0.305882352941176
3	l	 	26	85	0.305882352941176
u	n	 	74	242	0.305785123966942
z	E	n	22	72	0.305555555555556
l	3	t	11	36	0.305555555555556
 	r	I	612	2005	0.305236907730673
7	r	I	65	213	0.305164319248826
n	_	@	74	243	0.304526748971193
t	6	t	14	46	0.304347826086957
#	k	 	56	184	0.304347826086957
n	4	z	7	23	0.304347826086957
k	h	{	7	23	0.304347826086957
k	3	t	24	79	0.30379746835443
S	Q	t	17	56	0.303571428571429
@	n	t	1037	3422	0.303039158386908
k	t	 	222	734	0.302452316076294
d	$	R	26	86	0.302325581395349
E	J	@	13	43	0.302325581395349
u	I	t	13	43	0.302325581395349
I	k	 	765	2534	0.301894238358327
2	v	 	32	106	0.30188679245283
u	b	I	28	93	0.301075268817204
V	m	p	116	386	0.300518134715026
i	d	 	88	293	0.300341296928328
Q	l	I	139	463	0.300215982721382
E	n	t	419	1396	0.300143266475645
h	U	k	15	50	0.3
N	b	$	9	30	0.3
D	d	r	3	10	0.3
d	t	r	6	20	0.3
m	r	1	3	10	0.3
b	v	7	3	10	0.3
i	1	 	6	20	0.3
f	7	R	9	30	0.3
r	9	l	6	20	0.3
T	i	s	9	30	0.3
s	r	I	12	40	0.3
 	7	r	6	20	0.3
k	4	n	6	20	0.3
_	5	k	6	20	0.3
J	u	n	3	10	0.3
5	w	3	3	10	0.3
Q	f	I	50	167	0.29940119760479
m	{	n	163	545	0.299082568807339
#	_	@	17	57	0.298245614035088
v	j	u	17	57	0.298245614035088
g	n	I	39	131	0.297709923664122
p	j	U	50	168	0.297619047619048
m	f	@	19	64	0.296875
p	U	l	16	54	0.296296296296296
j	E	t	8	27	0.296296296296296
I	E	s	8	27	0.296296296296296
l	t	 	93	314	0.296178343949045
k	s	 	281	949	0.296101159114858
Q	d	I	60	203	0.295566502463054
f	1	s	39	132	0.295454545454545
$	m	@	52	176	0.295454545454545
3	J	@	13	44	0.295454545454545
i	g	@	18	61	0.295081967213115
4	t	@	5	17	0.294117647058824
2	w	1	5	17	0.294117647058824
b	n	I	5	17	0.294117647058824
b	n	$	5	17	0.294117647058824
$	_	@	5	17	0.294117647058824
4	t	 	5	17	0.294117647058824
u	s	I	52	177	0.293785310734463
u	s	 	52	177	0.293785310734463
 	T	r	75	256	0.29296875
k	t	I	215	734	0.29291553133515
f	2	 	79	270	0.292592592592593
s	m	@	59	202	0.292079207920792
n	s	 	415	1422	0.291842475386779
E	f	@	35	120	0.291666666666667
N	h	6	7	24	0.291666666666667
i	T	I	7	24	0.291666666666667
J	U	1	7	24	0.291666666666667
I	t	 	436	1500	0.290666666666667
5	_	E	9	31	0.290322580645161
g	Q	d	27	93	0.290322580645161
E	p	t	74	255	0.290196078431373
l	k	@	28	97	0.288659793814433
V	k	t	64	222	0.288288288288288
#	k	I	53	184	0.28804347826087
b	E	l	55	191	0.287958115183246
3	_	 	19	66	0.287878787878788
1	v	@	42	146	0.287671232876712
5	t	 	86	299	0.287625418060201
{	r	I	90	313	0.287539936102236
l	7	n	23	80	0.2875
#	f	 	48	167	0.287425149700599
f	5	l	39	136	0.286764705882353
z	u	m	2	7	0.285714285714286
s	s	t	8	28	0.285714285714286
{	Z	@	2	7	0.285714285714286
T	m	#	2	7	0.285714285714286
k	k	l	4	14	0.285714285714286
T	t	1	2	7	0.285714285714286
n	3	s	10	35	0.285714285714286
J	k	i	2	7	0.285714285714286
N	n	i	2	7	0.285714285714286
g	t	2	2	7	0.285714285714286
j	i	 	2	7	0.285714285714286
T	t	 	2	7	0.285714285714286
I	I	N	8	28	0.285714285714286
J	$	t	2	7	0.285714285714286
z	b	@	8	28	0.285714285714286
j	i	s	2	7	0.285714285714286
I	I	s	8	28	0.285714285714286
_	w	U	2	7	0.285714285714286
p	H	m	4	14	0.285714285714286
J	k	j	2	7	0.285714285714286
u	@	t	14	49	0.285714285714286
p	g	5	2	7	0.285714285714286
s	d	1	4	14	0.285714285714286
v	w	$	2	7	0.285714285714286
N	n	I	2	7	0.285714285714286
g	h	$	2	7	0.285714285714286
z	u	 	2	7	0.285714285714286
1	Q	t	2	7	0.285714285714286
#	r	I	10	35	0.285714285714286
3	r	@	4	14	0.285714285714286
J	k	r	2	7	0.285714285714286
N	t	2	4	14	0.285714285714286
7	w	I	2	7	0.285714285714286
z	u	k	2	7	0.285714285714286
@	f	I	79	277	0.285198555956679
g	z	{	29	102	0.284313725490196
#	b	@	21	74	0.283783783783784
r	7	n	125	441	0.283446712018141
g	1	S	43	152	0.282894736842105
I	l	I	368	1301	0.282859338970023
S	r	I	11	39	0.282051282051282
E	d	I	117	415	0.281927710843373
E	t	 	138	490	0.281632653061224
d	2	@	49	174	0.281609195402299
I	J	 	29	103	0.281553398058252
_	3	m	9	32	0.28125
w	7	r	9	32	0.28125
3	g	@	9	32	0.28125
I	{	k	25	89	0.280898876404494
l	E	k	135	481	0.280665280665281
3	t	 	55	196	0.280612244897959
t	5	n	76	271	0.280442804428044
m	#	k	58	207	0.280193236714976
f	k	Q	7	25	0.28
n	E	k	56	200	0.28
2	r	5	7	25	0.28
U	p	2	7	25	0.28
#	l	I	21	75	0.28
3	v	@	31	111	0.279279279279279
#	m	@	48	172	0.27906976744186
t	1	S	135	484	0.278925619834711
J	9	s	17	61	0.278688524590164
b	{	k	102	366	0.278688524590164
z	H	t	22	79	0.278481012658228
2	k	 	47	169	0.27810650887574
l	m	@	20	72	0.277777777777778
#	g	5	10	36	0.277777777777778
 	3	T	15	54	0.277777777777778
6	z	I	10	36	0.277777777777778
5	S	H	20	72	0.277777777777778
z	Q	l	5	18	0.277777777777778
J	V	k	5	18	0.277777777777778
k	2	n	15	54	0.277777777777778
{	p	 	90	324	0.277777777777778
i	k	 	68	245	0.277551020408163
Q	z	m	13	47	0.276595744680851
v	3	t	45	163	0.276073619631902
t	{	n	106	384	0.276041666666667
U	S	 	8	29	0.275862068965517
1	I	N	8	29	0.275862068965517
 	E	k	149	541	0.275415896487985
b	6	t	19	69	0.27536231884058
N	k	 	123	447	0.275167785234899
@	r	@	525	1908	0.275157232704403
9	r	@	53	193	0.274611398963731
E	S	@	31	113	0.274336283185841
I	T	 	17	62	0.274193548387097
l	6	@	23	84	0.273809523809524
u	n	I	66	242	0.272727272727273
T	n	Q	3	11	0.272727272727273
T	n	I	3	11	0.272727272727273
d	m	I	18	66	0.272727272727273
T	n	5	3	11	0.272727272727273
N	T	w	3	11	0.272727272727273
m	h	#	3	11	0.272727272727273
z	w	U	3	11	0.272727272727273
d	@	R	239	878	0.272209567198178
k	w	I	148	544	0.272058823529412
r	$	l	34	125	0.272
b	u	t	19	70	0.271428571428571
f	#	m	19	70	0.271428571428571
n	2	z	61	225	0.271111111111111
$	r	I	59	218	0.270642201834862
f	2	@	73	270	0.27037037037037
U	l	@	182	674	0.270029673590504
n	1	t	81	300	0.27
u	m	@	54	200	0.27
E	t	I	132	490	0.269387755102041
_	V	s	21	78	0.269230769230769
s	E	n	202	752	0.268617021276596
f	V	n	22	82	0.268292682926829
Q	p	@	93	347	0.268011527377522
#	n	s	56	209	0.267942583732057
t	S	I	4	15	0.266666666666667
g	2	d	8	30	0.266666666666667
j	Q	t	4	15	0.266666666666667
f	7	r	8	30	0.266666666666667
m	z	I	12	45	0.266666666666667
v	6	@	4	15	0.266666666666667
v	6	 	4	15	0.266666666666667
N	d	Q	4	15	0.266666666666667
n	T	r	24	90	0.266666666666667
T	i	I	8	30	0.266666666666667
6	n	t	108	405	0.266666666666667
p	d	r	4	15	0.266666666666667
V	t	@	48	180	0.266666666666667
8	r	I	69	259	0.266409266409266
i	s	t	62	233	0.266094420600858
E	k	s	240	902	0.266075388026608
t	w	I	38	143	0.265734265734266
u	@	R	13	49	0.26530612244898
2	n	d	123	464	0.265086206896552
p	t	 	71	268	0.264925373134328
$	J	 	9	34	0.264705882352941
1	_	@	27	102	0.264705882352941
f	$	m	90	340	0.264705882352941
2	f	 	23	87	0.264367816091954
V	d	I	28	106	0.264150943396226
I	s	t	888	3362	0.264128494943486
k	i	p	19	72	0.263888888888889
p	2	@	39	148	0.263513513513513
 	p	r	813	3089	0.263191971511816
E	N	g	5	19	0.263157894736842
1	p	 	35	133	0.263157894736842
8	f	$	5	19	0.263157894736842
d	I	s	544	2068	0.263056092843327
f	E	k	56	213	0.262910798122066
E	m	p	92	350	0.262857142857143
s	H	s	37	141	0.26241134751773
I	m	p	275	1048	0.262404580152672
b	3	d	32	122	0.262295081967213
_	u	d	16	61	0.262295081967213
v	2	@	35	134	0.261194029850746
t	6	@	12	46	0.260869565217391
l	9	n	6	23	0.260869565217391
 	t	r	457	1756	0.260250569476082
s	Q	l	45	173	0.260115606936416
p	#	s	52	200	0.26
1	@	n	13	50	0.26
5	f	I	13	50	0.26
{	g	 	61	235	0.259574468085106
t	d	1	7	27	0.259259259259259
p	U	S	14	54	0.259259259259259
l	g	r	7	27	0.259259259259259
5	l	d	134	517	0.259187620889749
S	@	n	111	430	0.258139534883721
T	3	t	8	31	0.258064516129032
5	_	@	8	31	0.258064516129032
3	_	I	17	66	0.257575757575758
E	m	I	90	350	0.257142857142857
S	$	R	19	74	0.256756756756757
4	@	n	10	39	0.256410256410256
r	7	l	113	441	0.256235827664399
l	1	t	149	583	0.25557461406518
3	t	I	50	196	0.255102040816327
$	s	 	44	173	0.254335260115607
i	v	@	44	173	0.254335260115607
t	i	n	64	252	0.253968253968254
5	p	 	49	193	0.253886010362694
n	p	r	17	67	0.253731343283582
1	v	 	37	146	0.253424657534247
#	l	 	19	75	0.253333333333333
g	@	n	102	403	0.253101736972705
3	n	@	43	170	0.252941176470588
{	m	p	116	459	0.252723311546841
s	f	U	28	111	0.252252252252252
l	$	r	33	131	0.251908396946565
t	2	m	77	306	0.251633986928105
Q	m	p	93	370	0.251351351351351
t	5	 	68	271	0.250922509225092
k	T	 	1	4	0.25
f	T	 	3	12	0.25
k	g	{	1	4	0.25
_	p	4	1	4	0.25
P	h	5	2	8	0.25
g	p	U	2	8	0.25
J	s	1	1	4	0.25
j	3	 	2	8	0.25
N	w	1	2	8	0.25
i	D	I	3	12	0.25
J	f	$	2	8	0.25
J	i	p	9	36	0.25
g	b	5	2	8	0.25
m	U	r	1	4	0.25
I	$	k	1	4	0.25
z	g	3	1	4	0.25
_	p	Q	1	4	0.25
u	1	 	1	4	0.25
P	h	E	2	8	0.25
J	g	1	1	4	0.25
S	b	5	3	12	0.25
3	z	I	3	12	0.25
8	S	5	1	4	0.25
t	U	r	1	4	0.25
8	S	3	1	4	0.25
g	k	Q	1	4	0.25
j	I	n	1	4	0.25
i	i	s	1	4	0.25
z	p	i	2	8	0.25
D	5	z	1	4	0.25
8	S	I	1	4	0.25
g	b	I	2	8	0.25
s	q	n	1	4	0.25
z	b	I	7	28	0.25
I	$	g	1	4	0.25
z	p	3	2	8	0.25
J	g	r	1	4	0.25
U	f	t	2	8	0.25
u	w	E	1	4	0.25
u	J	 	4	16	0.25
8	v	 	1	4	0.25
T	1	k	1	4	0.25
I	@	f	1	4	0.25
5	1	S	1	4	0.25
u	1	S	1	4	0.25
k	T	i	1	4	0.25
H	w	2	2	8	0.25
Q	v	@	12	48	0.25
T	j	@	3	12	0.25
k	g	1	1	4	0.25
5	j	5	1	4	0.25
k	g	#	1	4	0.25
m	T	r	1	4	0.25
p	k	V	4	16	0.25
t	U	 	1	4	0.25
#	S	P	7	28	0.25
u	w	8	1	4	0.25
J	g	5	1	4	0.25
7	k	r	1	4	0.25
_	5	v	5	20	0.25
s	q	m	1	4	0.25
S	k	l	2	8	0.25
f	S	u	1	4	0.25
H	w	@	2	8	0.25
#	g	@	9	36	0.25
J	g	3	1	4	0.25
z	g	1	1	4	0.25
5	1	s	1	4	0.25
v	b	$	1	4	0.25
2	h	#	1	4	0.25
w	u	n	3	12	0.25
d	t	2	5	20	0.25
u	h	u	2	8	0.25
t	_	E	1	4	0.25
g	k	V	1	4	0.25
1	5	l	2	8	0.25
i	S	H	12	48	0.25
j	I	p	1	4	0.25
t	U	8	1	4	0.25
g	k	{	1	4	0.25
Q	k	s	116	464	0.25
k	g	r	1	4	0.25
$	f	I	11	44	0.25
D	i	z	1	4	0.25
5	j	u	1	4	0.25
s	U	p	3	12	0.25
S	k	{	2	8	0.25
T	5	l	2	8	0.25
U	J	7	2	8	0.25
T	E	r	12	48	0.25
 	Z	I	1	4	0.25
D	H	m	1	4	0.25
k	T	r	1	4	0.25
@	T	 	12	48	0.25
2	_	{	4	16	0.25
2	1	 	1	4	0.25
Q	v	I	12	48	0.25
t	U	f	1	4	0.25
7	k	V	1	4	0.25
T	5	d	2	8	0.25
t	_	#	1	4	0.25
5	1	t	1	4	0.25
l	w	3	4	16	0.25
w	6	n	1	4	0.25
_	5	l	5	20	0.25
5	j	E	1	4	0.25
T	5	g	2	8	0.25
2	h	2	1	4	0.25
N	w	i	2	8	0.25
S	V	t	8	32	0.25
k	4	l	5	20	0.25
8	S	1	1	4	0.25
T	$	n	5	20	0.25
m	U	d	1	4	0.25
$	Z	E	1	4	0.25
u	5	 	1	4	0.25
I	@	r	1	4	0.25
2	1	S	1	4	0.25
g	k	#	1	4	0.25
4	f	 	1	4	0.25
4	k	@	1	4	0.25
5	1	p	1	4	0.25
i	i	_	1	4	0.25
v	b	3	1	4	0.25
4	f	r	1	4	0.25
p	k	I	4	16	0.25
5	j	9	1	4	0.25
f	S	Q	1	4	0.25
k	T	$	1	4	0.25
N	w	I	2	8	0.25
T	5	p	2	8	0.25
P	h	{	2	8	0.25
m	T	 	1	4	0.25
r	$	d	31	125	0.248
Q	p	 	86	347	0.247838616714697
d	V	k	54	218	0.247706422018349
v	{	n	26	105	0.247619047619048
g	V	n	24	97	0.247422680412371
E	z	@	22	89	0.247191011235955
i	p	 	43	174	0.247126436781609
n	_	 	60	243	0.246913580246914
n	d	 	425	1722	0.246806039488966
g	l	I	57	232	0.245689655172414
u	@	l	12	49	0.244897959183673
n	Q	n	57	233	0.244635193133047
m	i	t	34	139	0.244604316546763
w	2	@	44	180	0.244444444444444
g	n	@	32	131	0.244274809160305
#	m	 	42	172	0.244186046511628
z	j	u	10	41	0.24390243902439
_	V	N	19	78	0.243589743589744
v	1	S	28	115	0.243478260869565
S	1	k	18	74	0.243243243243243
k	8	r	9	37	0.243243243243243
v	7	s	9	37	0.243243243243243
#	b	I	18	74	0.243243243243243
s	t	 	818	3367	0.242946242946243
I	T	I	15	62	0.241935483870968
U	l	 	163	674	0.241839762611276
s	w	I	51	211	0.241706161137441
J	2	n	7	29	0.241379310344828
i	5	 	6	25	0.24
f	k	@	6	25	0.24
2	s	 	36	150	0.24
T	Q	r	6	25	0.24
V	l	t	72	300	0.24
u	k	 	12	50	0.24
s	3	v	46	192	0.239583333333333
 	z	E	17	71	0.23943661971831
f	3	m	22	92	0.239130434782609
I	S	H	152	637	0.23861852433281
b	$	l	41	172	0.238372093023256
9	n	t	5	21	0.238095238095238
7	s	l	35	147	0.238095238095238
l	6	d	20	84	0.238095238095238
_	i	 	15	63	0.238095238095238
3	D	@	5	21	0.238095238095238
9	n	 	5	21	0.238095238095238
2	Q	n	5	21	0.238095238095238
m	i	n	33	139	0.237410071942446
T	I	N	32	135	0.237037037037037
i	I	n	9	38	0.236842105263158
g	$	l	9	38	0.236842105263158
d	7	s	17	72	0.236111111111111
m	b	@	80	339	0.23598820058997
{	J	 	25	106	0.235849056603774
l	t	I	74	314	0.235668789808917
{	_	@	16	68	0.235294117647059
k	d	6	4	17	0.235294117647059
t	g	r	4	17	0.235294117647059
z	$	t	4	17	0.235294117647059
2	w	@	4	17	0.235294117647059
1	f	 	8	34	0.235294117647059
2	{	m	4	17	0.235294117647059
1	T	I	4	17	0.235294117647059
t	g	5	4	17	0.235294117647059
